"La Grange","Goshen County","Wyoming",455,448,332,224,232,189,176,221,211,0,0,0,0,0,0,0
"Lander","Fremont County","Wyoming",7642,7487,6867,7023,7867,7125,4182,3349,2594,1826,2133,1812,737,525,193,0
"Laramie","Albany County","Wyoming",32081,30816,27204,26687,24410,23143,17520,15581,10627,8609,6301,8237,8207,6388,2696,0
"Lingle","Goshen County","Wyoming",467,468,510,473,475,446,437,403,428,415,363,0,0,0,0,0
"Lost Springs","Converse County","Wyoming",4,4,1,4,9,7,5,9,38,65,121,0,0,0,0,0
"Lovell","Big Horn County","Wyoming",2404,2360,2281,2131,2447,2371,2451,2508,2175,1857,1686,699,0,0,0,0
"Lusk","Niobrara County","Wyoming",1578,1567,1447,1504,1650,1495,1890,2089,1814,1218,2092,414,180,253,0,0
"Lyman","Uinta County","Wyoming",2077,2115,1938,1896,2284,643,425,483,378,377,577,0,0,0,0,0
"Manderson","Big Horn County","Wyoming",117,114,104,83,174,117,167,107,130,96,0,0,0,0,0,0
"Manville","Niobrara County","Wyoming",93,95,101,97,94,92,124,154,240,201,584,0,0,0,0,0
"Marbleton","Sublette County","Wyoming",1114,1094,720,634,537,223,189,20,43,26,89,0,0,0,0,0
"Medicine Bow","Carbon County","Wyoming",277,284,274,389,953,455,392,328,338,264,210,127,0,0,0,0
"Meeteetse","Park County","Wyoming",327,327,351,368,512,459,514,404,373,296,300,207,0,0,0,0
"Midwest","Natrona County","Wyoming",412,404,408,495,638,0,0,0,0,0,0,0,0,0,0,0
"Mills","Natrona County","Wyoming",3690,3461,2591,1574,2139,1724,1477,866,379,357,0,0,0,0,0,0
"Moorcroft","Crook County","Wyoming",1036,1009,807,768,1014,981,826,517,387,341,420,178,0,0,0,0
"Mountain View","Uinta County","Wyoming",1304,1286,1153,1189,628,0,0,0,0,0,0,0,0,0,0,0
"Newcastle","Weston County","Wyoming",3513,3532,3065,3003,3596,3432,4345,3395,1962,1201,1003,975,756,1715,0,0
"Opal","Lincoln County","Wyoming",99,96,102,95,0,34,55,67,78,0,0,0,0,0,0,0
"Pavillion","Fremont County","Wyoming",240,231,165,126,287,181,190,241,176,0,0,0,0,0,0,0
"Pine Bluffs","Laramie County","Wyoming",1146,1129,1153,1054,1077,937,1121,846,771,670,618,246,0,0,0,0
"Pinedale","Sublette County","Wyoming",1958,2030,1412,1181,1066,948,965,770,647,219,94,0,0,0,0,0
"Pine Haven","Crook County","Wyoming",498,490,222,141,0,0,0,0,0,0,0,0,0,0,0,0
"Powell","Park County","Wyoming",6407,6314,5373,5292,5310,4807,4740,3804,1948,1156,2463,0,0,0,0,0
"Ranchester","Sheridan County","Wyoming",943,855,701,676,655,208,235,251,189,155,147,0,0,0,0,0
"Rawlins","Carbon County","Wyoming",9227,9259,8538,9380,11547,7855,8968,7415,5531,4868,3969,4256,2317,2235,1451,0
"Riverside","Carbon County","Wyoming",53,52,59,85,55,46,87,50,68,34,29,49,0,0,0,0
"Riverton","Fremont County","Wyoming",10953,10615,9310,9202,9562,7995,6845,4142,2540,1608,2023,483,0,0,0,0
"Rock River","Albany County","Wyoming",245,245,235,190,415,344,497,424,349,260,281,123,0,0,0,0
"Rock Springs","Sweetwater County","Wyoming",24045,23036,18708,19050,19458,11657,10371,10857,9827,8440,6456,5778,4363,3406,763,40
"Rolling Hills","Converse County","Wyoming",439,440,449,330,0,0,0,0,0,0,0,0,0,0,0,0
"Saratoga","Carbon County","Wyoming",1692,1690,1726,1969,2410,1181,1133,926,810,567,449,557,0,0,0,0
"Sheridan","Sheridan County","Wyoming",17916,17444,15804,13900,15146,10856,11651,11500,10529,8536,9175,8408,1559,281,0,0
"Shoshoni","Fremont County","Wyoming",655,649,635,497,879,562,766,891,226,263,561,604,0,0,0,0
"Sinclair","Carbon County","Wyoming",424,433,423,500,586,445,621,775,604,727,0,0,0,0,0,0
"Star Valley Ranch","? County","Wyoming",1541,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sundance","Crook County","Wyoming",1239,1182,1161,1139,1087,1056,908,893,685,369,328,281,294,515,0,0
"Superior","Sweetwater County","Wyoming",332,336,244,273,586,197,241,1580,1240,1156,1034,0,0,0,0,0
"Ten Sleep","Washakie County","Wyoming",253,260,304,311,407,320,314,289,345,0,0,0,0,0,0,0
"Thayne","Lincoln County","Wyoming",364,366,341,267,256,195,214,229,0,0,0,0,0,0,0,0
"Thermopolis","Hot Springs Count","Wyoming",3020,3009,3172,3247,3852,3063,3955,2870,2422,2129,2005,1524,299,0,0,0
"Torrington","Goshen County","Wyoming",6736,6501,5776,5651,5441,4237,4188,3247,2344,1811,1301,155,0,0,0,0
"Upton","Weston County","Wyoming",1104,1100,872,980,1193,987,1224,951,545,373,306,244,0,0,0,0
"Van Tassell","Niobrara County","Wyoming",15,15,18,8,10,21,15,34,82,99,170,0,0,0,0,0
"Wamsutter","Sweetwater County","Wyoming",503,451,261,240,681,139,110,103,169,0,0,0,0,0,0,0
"Wheatland","Platte County","Wyoming",3659,3627,3548,3271,5816,2498,2350,2286,2110,1997,1336,795,0,0,0,0
"Worland","Washakie County","Wyoming",5366,5487,5250,5742,6391,5055,5806,4202,2710,1461,1225,265,0,0,0,0
"Wright","Campbell County","Wyoming",1847,1807,1347,1236,0,0,0,0,0,0,0,0,0,0,0,0
"Yoder","Goshen County","Wyoming",161,151,169,136,110,101,83,128,201,266,0,0,0,0,0,0
