"DeBary","Volusia County","Florida",19648,19320,15559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deerfield Beach","Broward County","Florida",78881,75018,64583,46325,39193,16662,9573,2088,1850,1483,0,0,0,0,0,0,0,0,0,0
"DeFuniak Springs","Walton County","Florida",5601,5177,5089,5120,5563,4966,5282,3077,2570,2636,2097,2017,0,672,0,0,0,0,0,0
"DeLand","Volusia County","Florida",29194,27031,20904,16491,15354,11641,10775,8652,7041,5246,3324,2812,1449,1113,0,0,0,0,0,0
"Delray Beach","Palm Beach County","Florida",65055,60522,60020,47181,34329,19915,12230,6312,3737,2333,1051,0,0,0,0,0,0,0,0,0
"Deltona","Volusia County","Florida",86890,85182,69543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Destin","Okaloosa County","Florida",13355,12305,11119,8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Doral","Miami-Dade County","Florida",54116,45704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dundee","Polk County","Florida",3976,3717,2912,2335,2227,1660,1554,1152,694,615,0,0,0,0,0,0,0,0,0,0
"Dunedin","Pinellas County","Florida",35819,35321,35691,34012,30203,17639,8444,3202,1758,1435,642,256,113,0,0,0,0,0,0,0
"Dunnellon","Marion County","Florida",1762,1733,1898,1624,1427,1146,1079,1110,1066,1194,1185,1227,700,532,0,0,0,0,0,0
"Eagle Lake","Polk County","Florida",2417,2255,2496,1758,1678,1373,1364,1060,862,600,0,0,0,0,0,0,0,0,0,0
"Eatonville","Orange County","Florida",2251,2159,2432,2170,2185,2024,857,0,0,136,125,108,125,0,0,0,0,0,0,0
"Ebro","Washington County","Florida",267,270,250,255,233,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edgewater","Volusia County","Florida",21121,20750,18668,15337,6726,3348,2051,837,477,341,133,0,0,0,0,0,0,0,0,0
"Edgewood","Orange County","Florida",2728,2503,1901,1062,1034,392,436,217,34,103,0,0,0,0,0,0,0,0,0,0
"El Portal","Miami-Dade County","Florida",2409,2325,2505,2457,2055,2068,2079,1371,365,0,0,0,0,0,0,0,0,0,0,0
"Esto","Holmes County","Florida",359,364,356,253,304,210,148,217,213,190,269,340,0,0,0,0,0,0,0,0
"Eustis","Lake County","Florida",19455,18558,15106,12967,9453,6722,6189,4005,2930,2835,1193,910,411,0,0,0,0,0,0,0
"Everglades","Collier County","Florida",410,400,479,321,524,462,552,625,518,172,0,0,0,0,0,0,0,0,0,0
"Fanning Springs","Gilchrist/Levy County","Florida",974,764,737,493,314,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fellsmere","Indian River County","Florida",5439,5197,3813,2179,1161,813,732,649,643,356,333,0,0,0,0,0,0,0,0,0
"Fernandina Beach","Nassau County","Florida",12103,11487,10549,8765,7224,6955,7276,554,0,0,0,0,0,0,0,0,0,0,0,0
"Flagler Beach","Flagler County","Florida",4747,4484,4954,3820,2208,1042,970,374,133,198,0,0,0,0,0,0,0,0,0,0
"Florida City","Miami-Dade County","Florida",12062,11245,7843,5806,6174,5133,4114,1547,752,452,355,0,0,0,0,0,0,0,0,0
"Fort Lauderdale","Broward County","Florida",176013,165521,152397,149377,153279,139590,83648,36328,17996,8666,2065,0,0,0,0,0,0,0,0,0
"Fort Meade","Polk County","Florida",5869,5626,5691,4976,5546,4374,4014,2803,1992,1981,2029,1165,261,267,105,0,0,0,0,0
"Fort Myers","Lee County","Florida",70918,62298,48208,45206,36638,27351,22523,13195,10604,9082,3678,2463,943,575,0,0,0,0,0,0
"Fort Myers Beach","Lee County","Florida",6811,6277,6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
