"Haswell","Kiowa County","Colorado",68,68,84,62,126,135,169,163,163,156,0,0,0,0,0,0,0
"Haxtun","Phillips County","Colorado",933,946,982,952,1014,899,990,1006,985,1027,1118,341,0,0,0,0,0
"Hayden","Routt County","Colorado",1837,1810,1634,1444,1720,763,764,767,640,554,455,314,0,0,0,0,0
"Hillrose","Morgan County","Colorado",250,264,254,169,213,121,157,190,177,210,0,0,0,0,0,0,0
"Holly","Prowers County","Colorado",766,802,1048,877,969,993,1108,1236,864,971,940,724,364,0,0,0,0
"Holyoke","Phillips County","Colorado",2263,2313,2261,1931,2092,1640,1555,1558,1150,1226,1205,659,451,649,0,0,0
"Hooper","Alamosa County","Colorado",103,103,123,112,71,80,58,103,170,155,156,131,177,0,0,0,0
"Hot Sulphur Springs","Grand County","Colorado",656,663,521,347,405,220,237,263,235,142,123,182,0,0,100,0,0
"Hotchkiss","Delta County","Colorado",907,944,968,744,849,507,626,715,653,541,572,600,261,0,0,0,0
"Hudson","Weld County","Colorado",2569,2356,1565,918,698,518,430,365,295,346,322,0,0,0,0,0,0
"Hugo","Lincoln County","Colorado",731,730,885,660,776,759,811,943,852,712,838,343,0,0,140,0,0
"Idaho Springs","Clear Creek County","Colorado",1710,1717,1889,1834,2077,2003,1480,1769,2112,1207,1192,2154,2502,1338,733,229,0
"Ignacio","La Plata County","Colorado",721,697,669,720,667,613,609,526,555,464,290,0,0,0,0,0,0
"Iliff","Logan County","Colorado",258,266,213,174,218,193,204,235,322,266,238,0,0,0,0,0,0
"Jamestown","Boulder County","Colorado",262,274,205,251,223,185,107,118,190,69,150,157,164,212,0,0,0
"Johnstown","Weld County","Colorado",13306,9887,3827,1579,1535,1191,976,897,961,767,274,198,0,0,0,0,0
"Julesburg","Sedgwick County","Colorado",1211,1225,1467,1295,1528,1578,1840,1951,1619,1467,1320,962,371,202,0,0,0
"Keenesburg","Weld County","Colorado",1191,1127,855,570,541,427,409,432,284,297,164,0,0,0,0,0,0
"Kersey","Weld County","Colorado",1560,1454,1389,980,913,474,378,304,268,307,319,304,0,0,0,0,0
"Kim","Las Animas County","Colorado",67,74,65,76,100,0,0,0,0,0,0,0,0,0,0,0,0
"Kiowa","Elbert County","Colorado",742,723,581,275,206,235,195,173,195,185,148,0,0,0,0,0,0
"Kit Carson","Cheyenne County","Colorado",235,233,253,305,278,220,356,379,333,0,0,0,0,0,0,0,0
"Kremmling","Grand County","Colorado",1404,1444,1578,1166,1296,764,576,623,567,261,254,141,0,0,0,0,0
"La Jara","Conejos County","Colorado",817,818,877,725,858,768,724,912,897,602,521,448,208,0,0,0,0
"La Junta","Otero County","Colorado",6964,7077,7568,7637,8338,8205,8026,7712,7040,7193,4964,4154,2513,1439,0,0,0
"La Salle","Weld County","Colorado",2047,1955,1849,1783,1929,1227,1070,797,755,564,460,0,0,0,0,0,0
"La Veta","Huerfano County","Colorado",758,800,924,726,611,589,632,701,897,782,737,691,254,361,165,0,0
"Lafayette","Boulder County","Colorado",27081,24453,23197,14548,8985,3498,2612,2090,2052,1842,1815,1892,970,410,0,0,0
"Lake City","Hinsdale County","Colorado",378,408,375,223,206,91,106,141,185,259,317,405,700,607,0,0,0
"Lakeside","Jefferson County","Colorado",8,8,20,11,19,17,28,46,39,49,36,103,0,0,0,0,0
"Lakewood","Jefferson County","Colorado",149643,142980,144126,126481,113808,92743,19338,0,0,0,0,0,0,0,0,0,0
"Lamar","Prowers County","Colorado",7608,7804,8869,8343,7713,7797,7369,6829,4445,4233,2512,2977,987,566,0,0,0
"Larkspur","Douglas County","Colorado",198,183,234,232,141,0,0,0,0,0,0,0,0,0,0,0,0
"Las Animas","Bent County","Colorado",2198,2410,2758,2481,2818,3148,3402,3223,3232,2517,2252,2008,1192,611,52,0,0
"Leadville","Lake County","Colorado",2595,2602,2821,2629,3879,4314,4008,4081,4774,3771,4959,7508,12455,10384,14820,0,0
"Limon","Lincoln County","Colorado",1887,1880,2071,1831,1805,1814,1811,1471,1053,1100,1047,534,0,0,0,0,0
"Littleton","Arapahoe/Douglas County","Colorado",44669,41737,40340,33685,28631,26466,13670,3378,2244,2019,1636,1373,738,0,100,0,0
"Lochbuie","Weld County","Colorado",5302,4726,2049,1168,895,0,0,0,0,0,0,0,0,0,0,0,0
"Log Lane Village","Morgan County","Colorado",872,873,1006,667,709,329,310,0,0,0,0,0,0,0,0,0,0
"Lone Tree","Douglas County","Colorado",13545,10218,4873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Longmont","Boulder County","Colorado",90237,86270,71093,51555,42942,23209,11489,8099,7406,6029,5848,4256,2201,1543,773,0,0
