"Elk River","Clearwater County","Idaho",120,125,156,149,265,383,382,312,337,862,847,0,0,0,0,0
"Emmett","Gem County","Idaho",6599,6557,5490,4601,4605,3945,3769,3067,3203,2763,2204,1351,0,0,0,0
"Fairfield","Camas County","Idaho",381,416,395,371,404,336,474,502,511,306,280,0,0,0,0,0
"Ferdinand","Idaho County","Idaho",160,159,145,135,144,157,176,206,223,196,255,0,0,0,0,0
"Fernan Lake Village","Kootenai County","Idaho",172,169,186,170,178,179,134,0,0,0,0,0,0,0,0,0
"Filer","Twin Falls County","Idaho",2655,2508,1620,1511,1645,1173,1249,1425,1239,1011,1012,214,0,0,0,0
"Firth","Bingham County","Idaho",471,477,408,429,460,362,322,293,242,236,0,0,0,0,0,0
"Franklin","Franklin County","Idaho",741,641,641,478,423,402,446,467,523,531,589,534,435,0,0,0
"Fruitland","Payette County","Idaho",4949,4684,3805,2400,2559,1576,804,573,0,0,0,0,0,0,0,0
"Garden City","Ada County","Idaho",11420,10972,10624,6369,4571,2368,1681,764,0,0,0,0,0,0,0,0
"Genesee","Latah County","Idaho",956,955,946,725,791,619,535,552,678,555,676,742,731,282,0,0
"Georgetown","Bear Lake County","Idaho",470,476,538,558,544,421,551,404,463,391,456,410,0,412,134,0
"Glenns Ferry","Elmore County","Idaho",1241,1319,1611,1304,1374,1386,1374,1515,1290,1414,1243,800,0,333,0,0
"Gooding","Gooding County","Idaho",3461,3567,3384,2820,2949,2599,2750,3099,2568,1592,1843,1444,0,0,0,0
"Grace","Caribou County","Idaho",905,915,990,973,1216,826,725,761,701,626,0,0,0,0,0,0
"Grand View","Owyhee County","Idaho",444,452,470,330,366,0,0,0,0,0,0,0,0,0,0,0
"Grangeville","Idaho County","Idaho",3141,3141,3228,3226,3666,3636,3642,2544,1929,1360,1439,1534,1132,540,129,0
"Greenleaf","Canyon County","Idaho",878,846,862,648,663,0,0,0,0,0,0,0,0,0,0,0
"Hagerman","Gooding County","Idaho",856,872,656,600,602,436,430,520,435,327,327,0,0,0,0,0
"Hailey","Blaine County","Idaho",8076,7960,6200,3687,2109,1425,1185,1464,1443,973,1201,1231,0,0,0,0
"Hamer","Jefferson County","Idaho",51,48,12,79,93,81,144,0,0,0,0,0,0,0,0,0
"Hansen","Twin Falls County","Idaho",1226,1144,970,848,1078,415,427,463,527,379,278,0,0,0,0,0
"Harrison","Kootenai County","Idaho",215,203,267,226,260,249,249,322,362,493,674,932,702,0,0,0
"Hauser","Kootenai County","Idaho",680,678,668,380,305,349,127,70,0,0,0,0,0,0,0,0
"Hayden","Kootenai County","Idaho",13870,13294,9159,3744,2586,1285,901,0,0,0,0,0,0,0,0,0
"Hayden Lake","Kootenai County","Idaho",590,574,494,338,273,260,247,39,0,0,0,0,0,0,0,0
"Hazelton","Jerome County","Idaho",747,753,687,394,496,396,433,429,417,388,295,0,0,0,0,0
"Heyburn","Minidoka County","Idaho",3183,3089,2899,2714,2889,1637,829,539,413,201,292,0,0,0,0,0
"Hollister","Twin Falls County","Idaho",274,272,237,144,167,57,60,80,100,113,159,0,0,0,0,0
"Homedale","Owyhee County","Idaho",2582,2633,2528,1963,2078,1411,1381,1411,857,225,0,0,0,0,0,0
"Hope","Bonner County","Idaho",88,86,79,99,106,63,96,111,116,111,160,215,0,0,0,0
"Horseshoe Bend","Boise County","Idaho",669,707,770,643,700,511,480,401,0,0,0,0,0,0,0,0
"Huetter","Kootenai County","Idaho",101,100,96,82,65,49,114,84,0,0,0,0,0,0,0,0
"Idaho City","Boise County","Idaho",461,485,458,322,300,164,188,246,273,187,104,262,390,0,672,0
"Idaho Falls","Bonneville County","Idaho",58691,56813,50730,43929,39739,35776,33161,19218,15024,9429,8064,4827,1262,0,0,0
"Inkom","Bannock County","Idaho",863,854,738,769,830,522,528,434,0,0,0,0,0,0,0,0
"Iona","Bonneville County","Idaho",1953,1803,1201,1049,1072,890,702,502,518,386,630,353,0,0,0,0
"Irwin","Bonneville County","Idaho",221,219,157,108,113,228,330,147,0,0,0,0,0,0,0,0
"Island Park","Fremont County","Idaho",273,286,215,159,154,136,53,0,0,0,0,0,0,0,0,0
"Jerome","Jerome County","Idaho",11189,10890,7780,6529,6891,4183,4761,4523,3537,1976,1759,970,0,0,0,0
"Juliaetta","Latah County","Idaho",578,579,609,488,522,423,368,365,337,274,427,414,287,0,0,0
"Kamiah","Lewis County","Idaho",1297,1295,1160,1157,1478,1307,1245,812,568,487,653,324,0,0,0,0
"Kellogg","Shoshone County","Idaho",2063,2120,2395,2591,3417,3811,5061,4913,4235,4124,3017,1278,0,0,0,0
"Kendrick","Latah County","Idaho",299,303,369,325,395,426,443,409,407,363,522,543,490,0,0,0
"Ketchum","Blaine County","Idaho",2720,2689,3003,2523,2200,1454,746,757,0,0,0,0,0,450,0,0
"Kimberly","Twin Falls County","Idaho",3510,3264,2614,2367,2307,1557,1298,1347,963,648,601,0,0,0,0,0
"Kooskia","Idaho County","Idaho",604,607,675,692,784,809,801,629,490,411,405,301,68,0,0,0
"Kootenai","Bonner County","Idaho",770,678,441,327,280,168,180,199,214,199,245,0,0,0,0,0
"Kuna","Ada County","Idaho",16999,15210,5382,1955,1767,593,516,534,443,398,366,0,0,0,0,0
"Lapwai","Nez Perce County","Idaho",1149,1137,1134,932,1043,400,500,480,426,416,359,0,0,0,165,91
"Lava Hot Springs","Bannock County","Idaho",406,407,521,420,467,516,593,591,647,544,662,0,0,0,0,0
"Leadore","Lemhi County","Idaho",102,105,90,74,114,111,112,159,0,0,0,0,0,0,0,0
"Lewiston","Nez Perce County","Idaho",32482,31894,30904,28082,27986,26068,12691,12985,10548,9403,6574,6043,2425,849,739,0
"Lewisville","Jefferson County","Idaho",476,458,467,471,502,468,385,402,371,285,383,346,0,0,0,0
"Mackay","Custer County","Idaho",483,517,566,574,541,539,652,760,776,777,869,638,0,0,0,0
"Malad City","Oneida County","Idaho",2017,2095,2158,1946,1915,1848,2274,2715,2731,2535,2598,1303,1050,0,759,0
"Malta","Cassia County","Idaho",199,193,177,171,196,196,0,0,0,0,0,0,0,0,0,0
"Marsing","Owyhee County","Idaho",1295,1031,890,798,786,610,555,643,0,0,0,0,0,0,0,0
"McCall","Valley County","Idaho",3006,2991,2084,2005,2188,1758,1423,1173,875,651,307,0,0,0,0,0
"McCammon","Bannock County","Idaho",797,809,805,722,770,623,557,578,489,497,467,321,0,0,0,0
"Melba","Canyon County","Idaho",529,513,439,252,276,197,197,203,213,0,0,0,0,0,0,0
"Menan","Jefferson County","Idaho",747,741,707,601,605,545,496,430,432,384,393,294,0,0,0,0
"Meridian","Ada County","Idaho",87743,75092,34919,9596,6658,2616,2081,1810,1465,1004,1000,619,0,0,0,0
"Middleton","Canyon County","Idaho",6420,5524,2978,1851,1901,739,541,496,477,372,585,0,0,0,0,0
"Midvale","Washington County","Idaho",165,171,176,110,205,176,211,231,262,203,278,0,0,0,0,0
"Minidoka","Minidoka County","Idaho",112,112,129,67,101,131,154,113,174,193,253,45,0,0,0,0
"Montpelier","Bear Lake County","Idaho",2536,2597,2785,2656,3107,2604,3146,2682,2824,2436,2984,1924,1444,1174,546,120
"Moore","Butte County","Idaho",172,189,196,190,210,156,358,256,0,0,0,0,0,0,0,0
"Moscow","Latah County","Idaho",24767,23800,21291,18519,16513,14146,11183,10593,6014,4476,3956,3670,2484,0,76,0
"Mountain Home","Elmore County","Idaho",13780,14206,11143,7913,7540,6451,5984,1887,1193,1243,1644,1411,529,233,0,0
"Moyie Springs","Boundary County","Idaho",702,718,656,415,386,203,196,109,0,0,0,0,0,0,0,0
"Mud Lake","Jefferson County","Idaho",369,358,270,179,243,194,187,0,0,0,0,0,0,0,0,0
"Mullan","Shoshone County","Idaho",673,692,840,821,1269,1279,1477,2036,2291,1891,1320,1667,0,0,0,0
"Murtaugh","Twin Falls County","Idaho",120,115,139,134,114,124,214,239,272,0,0,0,0,0,0,0
"Nampa","Canyon County","Idaho",88211,81557,51867,28365,25112,20768,18013,16185,12149,8206,7621,4205,799,347,0,0
"New Meadows","Adams County","Idaho",475,496,533,534,576,605,647,621,264,220,141,0,0,0,0,0
"New Plymouth","Payette County","Idaho",1510,1538,1400,1313,1186,986,940,942,804,510,400,274,0,0,0,0
"Newdale","Fremont County","Idaho",309,323,358,377,329,267,272,312,356,368,381,0,0,0,0,0
"Nezperce","Lewis County","Idaho",467,466,523,453,517,555,667,543,590,444,677,599,0,0,0,0
"Notus","Canyon County","Idaho",545,531,458,380,437,304,324,313,277,144,0,0,0,0,0,0
"Oakley","Cassia County","Idaho",790,763,668,635,663,656,613,684,813,882,1273,911,0,0,0,0
"Oldtown","Bonner County","Idaho",181,184,190,151,257,161,211,358,0,0,0,0,0,0,0,0
"Onaway","Latah County","Idaho",189,187,230,203,254,166,191,0,0,0,0,0,0,0,0,0
"Orofino","Clearwater County","Idaho",3096,3142,3247,2868,3711,3883,2471,1656,1602,1078,537,384,0,0,0,0
"Osburn","Shoshone County","Idaho",1504,1555,1545,1579,2220,2248,1788,0,0,0,0,0,0,0,0,0
"Oxford","Franklin County","Idaho",48,48,53,44,66,75,83,110,0,0,0,0,0,0,0,0
"Paris","Bear Lake County","Idaho",508,513,576,581,707,615,746,774,932,825,0,1038,906,893,611,0
"Parker","Fremont County","Idaho",298,305,319,288,262,266,284,306,384,286,496,432,0,0,0,0
"Parma","Canyon County","Idaho",2066,1983,1771,1597,1820,1228,1295,1369,1085,750,583,338,0,0,0,0
"Paul","Minidoka County","Idaho",1188,1169,998,901,940,911,701,560,606,363,527,0,0,0,0,0
"Payette","Payette County","Idaho",7422,7433,7054,5592,5448,4521,4451,4032,3322,2618,2433,1948,614,0,0,0
