"Jefferson","Grant County","Oklahoma",12,12,37,36,92,128,119,179,229,269,322,281,300,0
"Jenks","Tulsa County","Oklahoma",19951,16924,9557,7493,5876,2685,1734,1037,1026,1110,1508,290,0,0
"Jennings","Pawnee County","Oklahoma",357,363,373,381,395,338,306,338,453,653,910,361,0,0
"Jet","Alfalfa County","Oklahoma",221,213,230,272,352,317,339,371,442,389,370,365,0,0
"Johnson","Pottawatomie County","Oklahoma",252,247,223,196,0,0,0,0,0,0,0,0,0,0
"Jones","Oklahoma County","Oklahoma",2873,2692,2517,2424,2270,1666,794,476,260,288,214,163,0,0
"Kansas","Delaware County","Oklahoma",784,802,685,556,491,317,0,0,0,163,154,0,0,0
"Katie","Garvin County","Oklahoma",349,348,0,0,0,0,0,0,0,0,0,0,0,0
"Kaw City","Kay County","Oklahoma",380,375,372,314,283,283,457,561,809,1001,627,595,0,0
"Kellyville","Creek County","Oklahoma",1145,1150,906,984,960,685,501,528,647,548,0,0,0,0
"Kemp","Bryan County","Oklahoma",137,133,144,138,178,153,153,158,204,186,396,336,221,0
"Kendrick","Lincoln County","Oklahoma",140,139,138,171,132,126,155,172,256,270,255,0,0,0
"Kenefic","Bryan County","Oklahoma",203,196,192,147,140,153,125,115,227,284,413,0,0,0
"Keota","Haskell County","Oklahoma",568,564,517,625,661,685,579,619,525,470,494,0,0,0
"Ketchum","Craig County","Oklahoma",431,442,286,263,326,238,255,254,611,0,0,0,0,0
"Keyes","Cimarron County","Oklahoma",298,324,410,454,557,569,627,431,227,350,0,0,0,0
"Kiefer","Creek County","Oklahoma",1896,1685,1026,962,912,803,489,275,330,606,1663,1197,0,0
"Kildare","Kay County","Oklahoma",98,100,92,94,112,79,124,155,137,160,146,216,0,0
"Kingfisher","Kingfisher County","Oklahoma",4828,4633,4380,4095,4245,4042,3249,3345,3352,2726,2447,2538,2301,1134
"Kingston","Marshall County","Oklahoma",1627,1601,1390,1237,1171,710,639,677,481,552,767,439,0,0
"Kinta","Haskell County","Oklahoma",299,297,243,233,303,247,233,283,221,259,393,0,0,0
"Kiowa","Pittsburg County","Oklahoma",699,731,693,718,866,754,607,802,802,689,1287,1021,0,0
"Knowles","Beaver County","Oklahoma",11,11,32,18,44,52,62,91,105,219,0,0,0,0
"Konawa","Seminole County","Oklahoma",1285,1298,1479,1508,1711,1719,1555,2707,2205,2070,896,701,0,0
"Krebs","Pittsburg County","Oklahoma",1981,2053,2051,1955,1754,1515,1342,1532,1436,1375,2078,2884,0,0
"Kremlin","Garfield County","Oklahoma",266,255,240,243,301,200,128,143,146,124,169,253,0,0
"Lahoma","Garfield County","Oklahoma",647,611,577,645,537,299,160,190,195,197,262,275,0,0
"Lake Aluma","Oklahoma County","Oklahoma",91,88,97,96,101,124,82,0,0,0,0,0,0,0
"Lamar","Hughes County","Oklahoma",154,158,172,97,121,153,150,180,296,250,0,0,0,0
"Lambert","Alfalfa County","Oklahoma",6,6,9,11,20,16,21,55,99,116,130,127,0,0
"Lamont","Grant County","Oklahoma",412,417,465,454,571,478,543,594,577,554,586,593,0,0
"Langley","Mayes County","Oklahoma",820,819,669,526,582,481,205,204,838,0,0,0,0,0
"Langston","Logan County","Oklahoma",1811,1724,1670,1471,443,486,136,685,514,351,259,339,251,0
"Laverne","Harper County","Oklahoma",1388,1344,1097,1269,1563,1373,1937,1269,816,903,476,0,0,0
"Lawrence Creek","Creek County","Oklahoma",149,149,119,97,0,0,0,0,0,0,0,0,0,0
"Lawton","Comanche County","Oklahoma",97017,96867,92757,80561,80054,74470,61697,34757,18055,12121,8930,7788,0,0
"Leedey","Dewey County","Oklahoma",446,435,345,468,499,465,451,558,574,646,468,0,0,0
"Le Flore","Le Flore County","Oklahoma",177,190,168,119,322,175,0,0,0,0,0,0,0,0
"Lehigh","Coal County","Oklahoma",350,356,315,303,284,296,296,352,519,497,1898,1880,1500,0
"Lenapah","Nowata County","Oklahoma",293,293,298,253,350,325,322,328,395,336,434,412,154,0
"Leon","Love County","Oklahoma",95,91,96,101,120,112,109,122,178,146,216,197,221,0
"Lexington","Cleveland County","Oklahoma",2165,2152,2086,1776,1731,1516,1216,1176,1084,836,950,768,861,223
"Liberty","Okmulgee/Tulsa County","Oklahoma",218,220,184,155,19,0,0,0,0,0,0,0,0,0
"Lima","Seminole County","Oklahoma",53,53,74,133,256,238,0,0,0,239,146,0,0,0
"Lindsay","Garvin County","Oklahoma",2821,2840,2889,2947,3454,3705,4258,3021,1792,1713,1543,1156,0,0
"Loco","Stephens County","Oklahoma",120,122,150,160,215,193,268,236,268,333,0,0,0,0
"Locust Grove","Mayes County","Oklahoma",1404,1423,1366,1326,1179,1090,828,730,545,510,587,0,0,0
"Lone Grove","Carter County","Oklahoma",5211,5054,4631,4114,3369,1240,0,0,0,0,0,222,215,0
"Lone Wolf","Kiowa County","Oklahoma",429,438,500,576,613,584,617,660,783,1023,657,677,0,0
"Longdale","Blaine County","Oklahoma",264,262,310,281,405,331,218,277,291,284,308,296,0,0
"Lookeba","Caddo County","Oklahoma",164,166,131,141,221,165,158,206,279,312,240,217,0,0
"Lotsee","Tulsa County","Oklahoma",2,2,11,7,7,16,0,0,0,0,0,0,0,0
"Loveland","Tillman County","Oklahoma",13,13,14,13,21,36,90,96,101,106,191,0,0,0
"Loyal","Kingfisher County","Oklahoma",81,79,81,76,112,107,87,125,177,0,0,0,0,0
"Luther","Oklahoma County","Oklahoma",1464,1221,612,1560,1159,836,517,409,425,613,601,310,0,0
"McAlester","Pittsburg County","Oklahoma",18247,18383,17783,16370,17255,18802,17419,17878,12401,11804,10632,11774,4125,0
"McCurtain","Haskell County","Oklahoma",520,516,466,465,549,575,528,705,870,934,1062,526,0,0
"McLoud","Pottawatomie County","Oklahoma",4597,4044,3548,2493,4061,2159,837,718,616,812,651,638,498,0
"Macomb","Pottawatomie County","Oklahoma",33,32,61,64,58,41,76,123,201,197,281,166,0,0
"Madill","Marshall County","Oklahoma",3905,3770,3410,3069,3173,2875,3084,2791,2594,2203,2717,1564,0,0
"Manchester","Grant County","Oklahoma",103,103,104,106,146,165,162,190,269,281,237,271,158,0
"Mangum","Greer County","Oklahoma",2957,3010,2924,3344,3833,4066,3950,4271,4193,4806,3405,3067,0,0
"Manitou","Tillman County","Oklahoma",174,181,278,244,322,308,269,293,258,323,335,267,0,0
"Mannford","Creek County","Oklahoma",3113,3076,2095,1826,1610,892,358,426,403,421,0,0,0,0
"Mannsville","Johnston County","Oklahoma",863,863,587,396,568,364,297,311,359,372,639,515,198,0
"Maramec","Pawnee County","Oklahoma",90,91,104,110,101,128,169,184,271,376,287,224,0,0
"Marble City","Sequoyah County","Oklahoma",254,263,242,232,294,299,271,285,214,168,344,342,0,0
"Marietta","Love County","Oklahoma",2707,2626,2445,2306,2494,2013,1933,1875,1837,1505,1977,1546,842,0
"Marland","Noble County","Oklahoma",225,225,280,280,340,236,191,221,257,361,0,0,0,0
"Marlow","Stephens County","Oklahoma",4590,4662,4592,4416,5017,3995,4027,3399,2899,3084,2276,1965,1016,0
"Marshall","Logan County","Oklahoma",294,272,258,288,372,420,363,386,382,695,434,622,0,0
"Martha","Jackson County","Oklahoma",160,162,205,217,219,268,243,222,242,327,0,0,0,0
"Maud","Pottawatomie/Seminole County","Oklahoma",1060,1048,1136,1204,1444,1143,1137,1389,2036,4326,637,503,0,0
"May","Harper County","Oklahoma",41,39,33,42,89,91,114,143,239,258,324,0,0,0
"Maysville","Garvin County","Oklahoma",1227,1232,1313,1203,1396,1380,1530,1294,880,875,627,476,0,0
"Mead","Bryan County","Oklahoma",126,122,123,109,143,80,0,0,0,0,0,0,0,0
"Medford","Grant County","Oklahoma",986,996,1172,1172,1419,1304,1223,1305,1121,1084,1050,1110,551,0
"Medicine Park","Comanche County","Oklahoma",430,382,373,285,437,483,0,0,0,0,0,0,0,0
"Meeker","Lincoln County","Oklahoma",1159,1144,978,1003,1032,804,664,672,502,562,513,349,0,0
"Meno","Major County","Oklahoma",243,235,195,155,171,119,118,76,180,96,92,69,0,0
"Meridian","Logan County","Oklahoma",41,38,54,45,78,104,160,187,210,165,201,199,0,0
"Miami","Ottawa County","Oklahoma",13671,13570,13704,13142,14237,13880,12869,11801,8345,8064,6802,2907,1527,0
"Midwest City","Oklahoma County","Oklahoma",57039,54371,54088,52267,49559,48212,36058,10166,0,0,0,0,0,0
"Milburn","Johnston County","Oklahoma",320,317,312,264,376,275,228,350,442,429,496,438,0,0
"Mill Creek","Johnston County","Oklahoma",323,319,340,336,431,234,287,299,459,422,620,626,0,0
"Millerton","McCurtain County","Oklahoma",317,320,359,234,262,0,0,0,0,0,0,0,0,0
"Minco","Grady County","Oklahoma",1644,1632,1672,1411,1489,1129,1021,978,921,962,606,706,0,0
"Moffett","Sequoyah County","Oklahoma",123,128,179,219,269,312,357,380,538,340,0,0,0,0
"Moore","Cleveland County","Oklahoma",59196,55081,41138,40318,35063,18761,1783,942,499,538,254,226,129,0
"Mooreland","Woodward County","Oklahoma",1284,1190,1226,1157,1383,1196,871,867,811,706,592,493,0,0
"Morris","Okmulgee County","Oklahoma",1460,1479,1294,1216,1288,1119,982,1122,1197,1706,1926,0,0,0
"Morrison","Noble County","Oklahoma",731,733,636,640,671,421,256,297,333,284,353,327,0,0
"Mounds","Creek County","Oklahoma",1174,1168,1153,980,1086,766,674,560,627,740,1078,701,0,0
"Mountain Park","Kiowa County","Oklahoma",407,409,390,473,557,458,403,418,441,459,334,449,0,0
"Mountain View","Kiowa County","Oklahoma",784,795,880,1086,1189,1110,864,1009,1075,1025,917,855,0,0
"Muldrow","Sequoyah County","Oklahoma",3314,3466,3104,2889,2538,1680,1137,828,638,557,693,671,465,0
"Mulhall","Logan County","Oklahoma",244,225,239,199,301,250,253,320,406,374,385,441,564,0
"Muskogee","Muskogee County","Oklahoma",38616,39223,38310,37708,40011,37331,38059,37289,32332,32026,30277,25278,4254,0
"Mustang","Canadian County","Oklahoma",19638,17395,13156,10434,7496,2637,198,210,214,107,0,0,0,0
"Mutual","Woodward County","Oklahoma",65,61,76,68,135,94,84,130,179,177,169,264,0,0
"Nash","Grant County","Oklahoma",203,204,224,281,301,294,230,290,348,412,439,348,0,0
"New Alluwe","Nowata County","Oklahoma",90,90,95,83,129,116,0,0,0,0,0,0,0,0
"Newcastle","McClain County","Oklahoma",9155,7685,5434,4214,3076,1271,0,0,0,0,0,0,0,0
"New Cordell","Washita County","Oklahoma",2892,2915,2867,2903,3301,3261,3589,2920,2776,2936,1855,1950,0,0
"Newkirk","Kay County","Oklahoma",2264,2317,2243,2168,2413,2173,2092,2201,2283,2135,2533,1992,1754,0
"Nichols Hills","Oklahoma County","Oklahoma",3870,3710,4056,4020,4153,4478,4897,2606,942,0,0,0,0,0
"Nicoma Park","Oklahoma County","Oklahoma",2467,2393,2415,2353,2588,2560,1263,0,0,0,0,0,0,0
"Ninnekah","Grady County","Oklahoma",1021,1002,994,0,0,0,0,0,0,0,0,0,0,0
"Noble","Cleveland County","Oklahoma",6583,6481,5260,4710,3497,2241,995,724,536,463,497,403,349,0
"Norge","Grady County","Oklahoma",147,145,82,97,87,0,0,0,0,0,0,0,0,0
"Norman","Cleveland County","Oklahoma",118040,110925,95694,80071,68020,52117,33412,27006,11429,9603,5004,3724,2225,787
"North Enid","Garfield County","Oklahoma",908,860,796,874,992,730,286,219,166,165,95,128,205,0
"North Miami","Ottawa County","Oklahoma",382,374,433,450,544,503,472,486,393,503,483,0,0,0
"Nowata","Nowata County","Oklahoma",3726,3731,3971,3896,4270,3679,4163,3965,3904,3531,4435,3672,498,0
"Oakland","Marshall County","Oklahoma",1073,1057,674,602,485,317,288,293,311,248,420,366,701,0
"Oaks","Delaware County","Oklahoma",287,288,412,431,591,219,0,0,0,0,0,0,0,0
"Oakwood","Dewey County","Oklahoma",67,65,72,107,140,129,122,161,233,266,224,199,0,0
"Ochelata","Washington County","Oklahoma",429,424,494,441,480,330,312,357,333,335,419,550,0,0
"Oilton","Creek County","Oklahoma",1014,1013,1099,1060,1244,1087,1100,1109,1225,1518,2231,0,0,0
"Okarche","Canadian/Kingfisher County","Oklahoma",1301,1215,1110,1160,1064,826,584,532,453,482,449,402,0,0
"Okay","Wagoner County","Oklahoma",616,620,597,528,554,419,419,427,322,248,0,0,0,0
"Okeene","Blaine County","Oklahoma",1214,1204,1240,1343,1601,1421,1164,1170,1079,1035,1084,920,0,0
"Okemah","Okfuskee County","Oklahoma",3252,3223,3038,3085,3381,2913,2836,3454,3811,4002,2162,1389,0,0
"Oklahoma City","Canadian/Cleveland/McClain/Oklahoma County","Oklahoma",620602,579999,506132,444719,404014,368164,324253,243504,204424,185389,91295,64205,10037,4151
"Okmulgee","Okmulgee County","Oklahoma",12227,12321,13022,13441,16263,15180,15951,18317,16051,17097,17430,4176,0,0
"Oktaha","Muskogee County","Oklahoma",384,390,327,266,376,193,199,207,233,292,335,324,0,0
"Olustee","Jackson County","Oklahoma",593,607,680,701,721,819,463,455,570,651,665,850,0,0
"Oologah","Rogers County","Oklahoma",1177,1146,883,828,798,458,299,242,236,263,277,255,308,0
"Optima","Texas County","Oklahoma",379,356,266,92,133,103,64,97,69,115,0,0,0,0
"Orlando","Logan County","Oklahoma",160,148,201,198,218,202,194,262,332,226,161,340,300,0
"Osage","Osage County","Oklahoma",155,156,188,163,243,170,220,425,628,627,757,0,0,0
"Owasso","Tulsa County","Oklahoma",33773,28915,18502,11151,6149,3491,2032,431,371,416,379,373,0,0
"Paden","Okfuskee County","Oklahoma",459,461,446,400,448,442,417,426,620,595,600,419,0,0
"Panama","Le Flore County","Oklahoma",1379,1413,1362,1528,1425,1121,937,1027,880,754,568,310,0,0
"Paoli","Garvin County","Oklahoma",611,610,649,574,573,480,358,353,423,394,363,239,234,0
"Paradise Hill","Sequoyah County","Oklahoma",83,85,100,88,154,87,0,0,0,0,0,0,0,0
"Pauls Valley","Garvin County","Oklahoma",6070,6187,6256,6150,5664,5769,6856,6896,5104,4235,3694,2689,1467,0
"Pawhuska","Osage County","Oklahoma",3636,3584,3629,3825,4771,4238,5414,5331,5443,5931,6414,2776,0,0
"Pawnee","Pawnee County","Oklahoma",2159,2196,2230,2197,1688,2443,2303,2861,2742,2562,2418,2161,1464,0
"Pensacola","Mayes County","Oklahoma",124,125,71,69,82,56,28,51,93,0,0,0,0,0
"Peoria","Ottawa County","Oklahoma",133,132,141,136,165,179,156,201,227,189,166,135,144,0
"Perkins","Payne County","Oklahoma",2852,2831,2272,1925,1762,1029,769,706,728,606,608,603,719,0
"Perry","Noble County","Oklahoma",5075,5126,5230,4978,5796,5341,5210,5137,5045,4206,3154,3133,3351,0
"Phillips","Coal County","Oklahoma",133,135,150,161,178,106,91,181,212,176,972,680,0,0
"Piedmont","Canadian County","Oklahoma",6734,5720,3650,2522,2016,269,146,120,151,148,213,255,0,0
"Pink","Pottawatomie County","Oklahoma",2097,2058,1165,1020,911,337,0,0,0,0,0,0,0,0
"Pittsburg","Pittsburg County","Oklahoma",199,207,280,249,305,282,195,278,689,873,892,0,0,0
"Pocasset","Grady County","Oklahoma",202,156,192,0,0,0,0,0,0,0,0,0,0,0
"Pocola","Le Flore County","Oklahoma",4030,4056,3994,3664,3268,1840,0,0,0,0,0,0,0,0
"Ponca City","Kay County","Oklahoma",24766,25387,25919,26359,26238,25940,24411,20180,16794,16136,7051,2521,2528,0
"Pond Creek","Grant County","Oklahoma",853,856,896,982,949,903,935,1066,1019,857,965,1113,822,0
"Porter","Wagoner County","Oklahoma",578,566,574,588,642,624,492,562,562,525,597,637,0,0
"Porum","Muskogee County","Oklahoma",716,727,725,851,668,658,573,616,502,471,533,548,0,0
"Poteau","Le Flore County","Oklahoma",8665,8520,7939,7210,7089,5500,4428,4776,4020,3169,2679,1830,1182,0
"Prague","Lincoln County","Oklahoma",2428,2386,2138,2308,2208,1802,1545,1546,1422,1299,1127,1025,0,0
"Prue","Osage County","Oklahoma",464,465,433,346,554,271,0,0,0,0,0,0,0,0
"Pryor Creek","Mayes County","Oklahoma",9445,9539,8659,8327,8483,7057,6476,4486,2501,1828,1767,1798,495,0
"Purcell","McClain County","Oklahoma",6340,5884,5571,4784,4638,4076,3729,3546,3116,2817,2938,2740,2277,0
"Putnam","Dewey County","Oklahoma",30,29,46,44,74,84,83,106,142,140,0,0,0,0
"Quapaw","Ottawa County","Oklahoma",907,906,984,928,1097,967,850,938,1054,1340,1394,0,0,0
"Quinton","Pittsburg County","Oklahoma",1011,1051,1071,1133,1228,1262,898,951,1245,1804,1557,697,0,0
"Ralston","Pawnee County","Oklahoma",327,330,355,405,495,443,411,416,621,725,703,597,0,0
"Ramona","Washington County","Oklahoma",545,535,564,508,567,600,546,583,574,617,793,725,0,0
"Randlett","Cotton County","Oklahoma",436,438,511,458,461,384,356,396,327,257,323,574,0,0
"Ratliff City","Carter County","Oklahoma",121,120,131,157,350,250,0,0,0,0,0,0,0,0
"Rattan","Pushmataha County","Oklahoma",298,310,241,257,332,0,0,0,0,0,0,0,0,0
"Ravia","Johnston County","Oklahoma",529,528,459,404,487,373,307,327,424,345,513,556,128,0
"Redbird","Wagoner County","Oklahoma",141,137,153,166,199,230,310,411,393,218,336,0,0,0
"Red Oak","Latimer County","Oklahoma",518,549,581,602,676,609,453,568,484,460,593,398,0,0
"Red Rock","Noble County","Oklahoma",282,283,293,321,376,233,262,253,395,375,329,575,0,0
"Renfrow","Grant County","Oklahoma",12,12,16,19,27,39,38,68,115,125,132,207,129,0
"Rentiesville","McIntosh County","Oklahoma",126,128,102,66,78,96,122,156,180,154,255,411,0,0
"Reydon","Roger Mills County","Oklahoma",217,210,177,200,252,215,183,331,311,216,0,0,0,0
"Ringling","Jefferson County","Oklahoma",1005,1037,1135,1250,1561,1206,1170,1092,902,1002,1039,0,0,0
"Ringwood","Major County","Oklahoma",513,497,424,394,389,241,232,331,288,265,225,271,0,0
"Ripley","Payne County","Oklahoma",406,403,444,376,451,307,263,292,415,487,406,368,474,0
"Rock Island","Le Flore County","Oklahoma",639,646,709,478,0,0,0,0,0,0,0,0,0,0
"Rocky","Washita County","Oklahoma",161,162,174,181,242,260,343,366,442,518,322,378,0,0
"Roff","Pontotoc County","Oklahoma",723,725,734,717,729,632,638,623,705,772,1138,1044,0,0
"Roland","Sequoyah County","Oklahoma",3439,3169,2842,2481,1472,827,100,443,311,212,271,228,0,0
"Roosevelt","Kiowa County","Oklahoma",247,248,280,323,396,353,495,679,744,721,362,298,0,0
"Rosedale","McClain County","Oklahoma",69,68,66,48,97,98,88,136,112,0,0,0,0,0
"Rosston","Harper County","Oklahoma",32,31,66,54,66,56,58,85,143,185,181,0,0,0
"Rush Springs","Grady County","Oklahoma",1262,1231,1278,1229,1451,1381,1303,1402,1422,1340,768,823,518,0
"Ryan","Jefferson County","Oklahoma",791,816,894,945,1083,1011,978,1019,1115,1258,1379,1207,0,0
"St. Louis","Pottawatomie County","Oklahoma",161,158,206,181,109,207,76,290,326,493,0,0,0,0
"Salina","Mayes County","Oklahoma",1382,1396,1422,1153,1115,1024,972,905,687,582,411,0,0,0
"Sallisaw","Sequoyah County","Oklahoma",8650,8880,7989,7122,6403,4888,3351,2885,2140,1785,2255,2479,965,0
"Sand Springs","Tulsa County","Oklahoma",19553,18906,17451,15346,13121,10565,7754,6994,6137,6674,4076,0,0,0
"Sapulpa","Creek County","Oklahoma",20432,20544,19166,18074,15853,15159,14282,13031,12249,10533,11634,8283,891,0
"Sasakwa","Seminole County","Oklahoma",144,150,150,169,335,321,253,365,532,781,355,241,0,0
"Savanna","Pittsburg County","Oklahoma",659,686,730,869,828,948,620,0,0,0,0,0,0,0
"Sawyer","Choctaw County","Oklahoma",320,321,274,0,0,0,0,0,0,0,0,0,0,0
"Sayre","Beckham County","Oklahoma",4746,4375,4114,2881,3177,2712,2913,3362,3037,3157,1703,1881,0,0
"Schulter","Okmulgee County","Oklahoma",498,509,600,0,0,0,0,0,0,0,0,0,0,0
"Seiling","Dewey County","Oklahoma",868,860,875,1031,1103,1033,910,70,629,568,323,352,0,0
"Seminole","Seminole County","Oklahoma",7486,7488,6899,7071,8590,7878,11464,11863,11547,11459,854,476,0,0
"Sentinel","Washita County","Oklahoma",898,901,859,960,1016,984,1154,1131,1088,1269,723,857,0,0
"Shady Point","Le Flore County","Oklahoma",1004,1026,848,597,235,0,0,0,0,0,0,0,0,0
"Sharon","Woodward County","Oklahoma",144,135,122,108,171,155,97,133,226,227,0,0,0,0
"Shattuck","Ellis County","Oklahoma",1359,1356,1274,1454,1759,1546,1625,1692,1275,1490,1365,1231,0,0
"Shawnee","Pottawatomie County","Oklahoma",31254,29857,28692,26017,26506,25075,24326,22948,22053,23283,15348,12474,3462,0
"Shidler","Osage County","Oklahoma",439,441,520,487,708,717,870,840,718,1177,0,0,0,0
"Silo","Bryan County","Oklahoma",346,331,282,249,43,0,0,0,0,0,0,152,246,0
"Skedee","Pawnee County","Oklahoma",51,51,102,96,117,117,128,170,235,272,268,289,0,0
"Skiatook","Tulsa County","Oklahoma",7788,7397,5396,4910,3596,2930,2503,1734,1496,1789,1653,606,0,0
"Slaughterville","Cleveland County","Oklahoma",4210,4137,3609,1843,1953,0,0,0,0,0,0,0,0,0
"Slick","Creek County","Oklahoma",131,131,148,124,187,171,151,151,300,422,0,0,0,0
"Smith Village","Oklahoma County","Oklahoma",68,66,40,34,60,93,93,0,0,0,0,0,0,0
"Snyder","Kiowa County","Oklahoma",1373,1394,123,1619,1848,1671,1663,1646,1278,1195,1197,1122,0,0
"Soper","Choctaw County","Oklahoma",260,261,1509,305,465,322,309,337,481,417,538,233,0,0
"South Coffeyville","Nowata County","Oklahoma",774,785,300,791,873,646,622,527,364,271,179,196,0,0
"Sparks","Lincoln County","Oklahoma",171,169,790,202,772,183,186,233,339,470,472,421,0,0
"Spaulding","Hughes County","Oklahoma",174,178,137,0,0,0,0,0,0,0,0,0,0,0
"Spavinaw","Mayes County","Oklahoma",432,437,62,432,623,470,319,213,255,0,0,0,0,0
"Spencer","Oklahoma County","Oklahoma",4024,3912,563,3972,4064,3714,1189,0,0,0,0,0,0,0
"Sperry","Tulsa County","Oklahoma",1246,1206,3746,937,1276,1123,883,665,570,563,487,0,0,0
"Spiro","Le Flore County","Oklahoma",2178,2164,981,2146,2221,2057,1450,1365,1041,969,1162,1173,543,0
"Sportsmen Acres","Mayes County","Oklahoma",314,322,2227,181,218,0,0,0,0,0,0,0,0,0
"Springer","Carter County","Oklahoma",705,700,204,485,679,256,212,0,0,0,0,0,0,0
"Sterling","Comanche County","Oklahoma",806,793,577,684,702,675,562,447,430,361,265,276,0,0
"Stidham","McIntosh County","Oklahoma",20,18,762,48,60,53,88,46,103,93,62,116,0,0
"Stigler","Haskell County","Oklahoma",2741,2685,23,2574,2630,2347,1923,2125,1861,1517,1797,1583,0,0
"Stillwater","Payne County","Oklahoma",48406,45688,2731,36676,38268,31126,23965,20238,10097,7016,4701,3444,2431,480
"Stilwell","Adair County","Oklahoma",4008,3949,39065,2663,2369,2134,1916,1813,1717,1366,1155,1039,779,0
"Stonewall","Pontotoc County","Oklahoma",474,470,3276,519,672,653,584,634,761,478,622,494,0,0
"Strang","Mayes County","Oklahoma",88,89,465,141,126,164,176,201,283,286,0,0,0,0
"Stratford","Garvin County","Oklahoma",1526,1525,100,1404,1459,1278,1058,1065,896,950,964,685,0,0
"Stringtown","Atoka County","Oklahoma",403,410,1474,366,1047,397,414,499,718,558,360,0,0,0
"Strong City","Roger Mills County","Oklahoma",49,47,396,49,56,40,51,107,245,353,350,0,0,0
"Stroud","LIncoln County","Oklahoma",2721,2690,42,2666,3148,2502,2456,2450,1917,1894,1361,1220,800,0
"Stuart","Hughes County","Oklahoma",175,180,2758,228,235,294,271,303,340,535,0,0,0,0
"Sugden","Jefferson County","Oklahoma",42,43,220,65,76,54,68,105,171,146,218,321,0,0
"Sulphur","Murray County","Oklahoma",5052,4929,59,4824,5516,5158,4737,4389,4970,4242,3607,3684,1198,0
"Summit","Muskogee County","Oklahoma",137,139,4794,170,0,0,0,0,0,0,0,0,0,0
"Sweetwater","Beckham/Roger Mills County","Oklahoma",90,87,226,0,0,0,0,0,0,0,0,0,0,0
"Taft","Muskogee County","Oklahoma",246,250,83,400,489,525,386,541,772,690,553,352,0,0
"Tahlequah","Cherokee County","Oklahoma",16496,15753,349,10398,9708,9254,5840,4750,3027,2495,2271,2891,1482,0
"Talala","Rogers County","Oklahoma",276,273,14458,206,191,163,147,210,188,198,107,340,0,0
"Talihina","Le Flore County","Oklahoma",1103,1114,270,1297,1387,1223,1048,965,1057,1032,690,491,0,0
"Taloga","Dewey County","Oklahoma",309,299,1211,415,446,363,322,430,533,436,365,468,0,0
"Tamaha","Haskell County","Oklahoma",177,176,372,188,145,83,80,117,245,202,501,498,237,0
"Tatums","Carter County","Oklahoma",152,151,198,176,281,133,0,0,0,0,0,0,0,0
"Tecumseh","Pottawatomie County","Oklahoma",6631,6457,172,5750,5123,4451,2630,2275,2042,2419,1429,1626,1193,0
"Temple","Cotton County","Oklahoma",993,1002,6098,1223,1339,1354,1282,1442,1313,1182,906,852,0,0
"Terlton","Pawnee County","Oklahoma",110,106,1146,121,155,111,90,122,245,234,0,0,0,0
"Terral","Jefferson County","Oklahoma",404,382,85,469,604,636,585,616,521,593,506,573,0,0
"Texhoma","Texas County","Oklahoma",986,926,386,746,785,921,911,1464,577,819,687,372,0,0
"Texola","Beckham County","Oklahoma",37,36,935,45,106,144,202,265,337,581,298,361,0,0
"Thackerville","Love County","Oklahoma",462,445,47,290,431,257,185,178,207,185,210,0,0,0
"The Village","Oklahoma County","Oklahoma",9324,8929,404,10353,11114,13695,12118,0,0,0,0,0,0,0
"Thomas","Custer County","Oklahoma",1238,1181,10157,1246,1515,1336,1211,1171,1220,1256,1223,1371,0,0
"Tipton","Tillman County","Oklahoma",807,847,1238,1043,1475,1206,1117,1172,1470,1459,727,441,0,0
"Tishomingo","Johnston County","Oklahoma",3101,3034,916,3116,3212,2663,2381,2325,1951,1281,1871,1408,0,0
"Tonkawa","Kay County","Oklahoma",3143,3216,3162,3127,3524,3337,3415,3643,3197,3311,1448,1776,707,0
"Tribbey","Pottawatomie County","Oklahoma",400,391,3299,288,215,0,0,0,0,0,0,0,0,0
"Tryon","Lincoln County","Oklahoma",496,491,273,514,435,301,254,285,279,299,225,176,0,0
"Tullahassee","Wagoner County","Oklahoma",105,106,448,92,145,183,199,209,200,164,189,0,0,0
"Tulsa","Osage/Tulsa County","Oklahoma",399682,391906,106,367302,360919,330350,261685,182740,142157,141258,72075,18182,1390,0
"Tupelo","Coal County","Oklahoma",323,329,393049,323,542,485,261,376,0,0,0,0,0,0
"Tushka","Atoka County","Oklahoma",302,312,377,256,358,230,0,0,0,0,0,0,0,0
"Tuttle","Grady County","Oklahoma",6542,6019,345,2807,3051,1640,855,715,940,766,590,794,0,0
"Tyrone","Texas County","Oklahoma",802,762,4294,880,928,588,456,261,257,482,0,0,0,0
"Union City","Canadian County","Oklahoma",1887,1645,880,1000,558,306,329,301,0,0,0,0,0,0
"Valley Brook","Oklahoma County","Oklahoma",782,765,1375,744,923,1197,1378,0,0,0,0,0,0,0
"Valley Park","Rogers County","Oklahoma",70,77,817,1,16,0,0,0,0,0,0,0,0,0
"Valliant","McCurtain County","Oklahoma",745,754,24,873,927,840,477,661,551,608,809,656,0,0
"Velma","Stephens County","Oklahoma",612,620,771,661,831,611,0,0,0,0,0,0,0,0
"Vera","Washington County","Oklahoma",247,241,664,167,182,215,125,164,208,206,209,312,0,0
"Verden","Grady County","Oklahoma",529,530,188,546,625,439,405,508,575,587,496,524,0,0
"Verdigris","Rogers County","Oklahoma",4237,3993,659,0,0,0,0,0,0,0,0,0,0,0
