"Camak","Warren","Georgia",132,138,165,220,283,224,285,379,360,345,303,241,115,0,0,0,0,0,0,0,0,0,0
"Camilla","Mitchell","Georgia",5010,5360,5669,5008,5414,4987,4753,3745,2588,2025,2136,1827,1051,866,672,289,0,0,0,0,0,0,0
"Canon","Franklin (Hart)","Georgia",802,804,755,737,704,709,626,596,496,568,1132,728,0,0,0,0,0,0,0,0,0,0,0
"Canton","Cherokee","Georgia",24801,22958,7709,4817,3601,3654,2411,2716,2651,2892,2679,2002,847,659,363,214,0,0,0,0,0,0,0
"Carl","Barrow","Georgia",208,255,205,263,239,234,204,214,135,112,125,166,0,0,0,0,0,0,0,0,0,0,0
"Carlton","Madison","Georgia",261,260,233,282,291,294,321,249,284,344,342,325,277,0,0,0,0,0,0,0,0,0,0
"Carnesville","Franklin","Georgia",578,577,541,514,465,510,481,349,361,404,400,322,305,275,184,266,0,0,0,0,0,88,0
"Carrollton","Carroll","Georgia",26690,24388,19843,16029,14078,13520,10973,7753,6214,5052,4363,3297,1998,1451,926,0,0,0,0,0,0,0,0
"Cartersville","Bartow","Georgia",20015,19731,15925,12035,9247,10138,8668,7270,6141,5250,4350,4067,3135,3171,2037,2232,0,0,0,0,0,0,0
"Cave Spring","Floyd","Georgia",1167,1200,975,950,883,1305,1153,959,982,723,738,805,824,952,835,0,0,0,0,0,0,0,0
"Cecil","Cook","Georgia",280,286,265,376,280,265,279,254,215,275,307,354,394,203,0,0,0,0,0,0,0,0,0
"Cedartown","Polk","Georgia",9723,9750,9470,7978,8619,9253,9340,9470,9025,8124,4053,3551,2823,1625,843,323,0,0,0,0,0,0,0
"Centerville","Houston","Georgia",7584,7148,4278,3251,2622,1725,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centralhatchee","Heard","Georgia",397,408,383,301,240,186,174,239,201,176,151,119,0,0,0,0,0,0,0,0,0,0,0
"Chamblee","DeKalb","Georgia",16112,9892,9552,7668,7137,9127,6635,3445,1081,893,253,129,0,0,0,0,0,0,0,0,0,0,0
"Chatsworth","Murray","Georgia",4290,4299,3531,2865,2493,2706,1184,1214,1001,607,472,314,0,0,0,0,0,0,0,0,0,0,0
"Chattahoochee Hills","Fulton","Georgia",2610,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chauncey","Dodge","Georgia",328,342,295,312,350,308,330,348,387,397,408,350,422,633,0,0,0,0,0,0,0,0,0
"Chester","Dodge","Georgia",1564,1596,305,1072,409,409,377,315,281,267,397,278,0,0,0,0,0,0,0,0,0,0,0
"Chickamauga","Walker","Georgia",3127,3101,2245,2149,2232,1842,1824,1747,1665,1715,965,312,95,0,0,0,0,0,0,0,0,0,0
"Clarkesville","Habersham","Georgia",1751,1733,1248,1151,1348,1294,1352,1106,850,617,542,528,491,396,291,263,0,502,0,0,0,0,0
"Clarkston","DeKalb","Georgia",7846,7554,7231,5385,4539,3127,1524,1165,921,606,501,349,362,271,33,0,0,0,0,0,0,0,0
"Claxton","Evans","Georgia",2364,2746,2276,2464,2694,2669,2672,1923,1808,1584,1265,1008,553,0,0,0,0,0,0,0,0,0,0
"Clayton","Rabun","Georgia",2232,2047,2019,1613,1838,1569,1507,1302,1088,798,677,541,199,0,180,70,0,0,0,0,0,0,0
"Clermont","Hall","Georgia",915,875,419,402,300,290,268,323,297,328,332,0,0,0,0,0,0,0,0,0,0,0,0
"Cleveland","White","Georgia",3727,3410,1907,1653,1578,1353,657,589,471,498,339,0,0,0,197,145,0,0,0,0,0,0,0
"Climax","Decatur","Georgia",274,280,297,226,407,275,3293,73,372,451,345,328,0,0,0,0,0,0,0,0,0,0,0
"Cobbtown","Tattnall","Georgia",350,351,311,338,494,321,2802,88,275,295,325,254,0,0,0,0,0,0,0,0,0,0,0
"Cochran","Bleckley","Georgia",4830,5150,4455,4390,5121,5161,4714,3357,2464,2267,2021,1638,1531,0,0,0,0,0,0,0,0,0,0
"Cohutta","Whitfield","Georgia",634,661,582,529,407,393,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0
"Colbert","Madison","Georgia",596,592,488,443,498,532,425,407,345,399,428,255,141,0,0,0,0,0,0,0,0,0,0
"Coleman","Randolph","Georgia",,,149,137,164,168,220,295,270,400,342,354,263,211,0,0,0,0,0,0,0,0,0
"College Park","Fulton (Clayton)","Georgia",14598,13942,20382,20457,24632,18203,23469,14535,8213,6604,3622,2173,517,0,0,0,0,0,0,0,0,0,0
"Collins","Tattnall","Georgia",584,584,528,528,639,574,565,638,712,510,505,327,0,0,0,0,0,0,0,0,0,0,0
"Colquitt","Miller","Georgia",1929,1992,1939,1991,2065,2026,1556,1664,1416,832,810,600,320,0,119,0,0,0,0,0,0,0,0
"Columbus","Muscogee","Georgia",200887,189885,185781,178681,169441,155028,116779,79611,53280,43131,31125,20554,17614,17303,10123,7401,9621,5942,3114,1152,0,0,0
"Comer","Madison","Georgia",1132,1126,1052,939,930,828,882,882,811,900,1001,868,336,0,0,0,0,0,0,0,0,0,0
"Commerce","Jackson","Georgia",6580,6544,5292,4108,4092,3702,3551,3351,3294,3002,2459,2238,1454,611,0,0,0,0,0,0,0,0,0
"Concord","Pike","Georgia",374,375,336,211,317,312,333,360,403,447,442,450,231,360,0,0,0,0,0,0,0,0,0
"Conyers","Rockdale","Georgia",15718,15195,10689,7380,6567,4890,2881,2003,1619,1495,1817,1919,1605,1349,1374,637,0,0,0,0,0,0,0
"Coolidge","Thomas","Georgia",526,525,552,610,736,717,679,764,608,498,485,303,0,0,0,0,0,0,0,0,0,0,0
"Cordele","Crisp","Georgia",10939,11147,11608,10321,11184,10733,10609,9462,7929,6880,6538,5883,3473,1578,0,0,0,0,0,0,0,0,0
"Corinth","Heard (Coweta)","Georgia",,,213,136,75,107,105,135,144,101,140,147,0,0,105,0,0,0,0,0,0,0,0
"Cornelia","Habersham","Georgia",4210,4160,3674,3219,3203,3014,2936,2424,1808,1542,1274,1114,467,175,0,0,0,0,0,0,0,0,0
"Covington","Newton","Georgia",13667,13118,11547,10026,10586,10267,8167,5192,3900,3203,3203,2697,2062,1823,1415,1121,0,0,0,0,0,0,0
"Crawford","Oglethorpe","Georgia",816,832,807,694,498,624,541,555,812,538,803,871,308,0,312,0,0,0,0,0,0,0,0
"Crawfordville","Taliaferro","Georgia",525,534,572,577,594,735,786,966,1056,840,784,688,597,584,511,0,0,0,0,0,0,0,0
"Culloden","Monroe","Georgia",177,175,223,242,281,272,260,261,251,337,361,365,334,0,381,0,0,0,0,0,0,0,0
"Cumming","Forsyth","Georgia",5615,5430,4220,2828,2094,2031,1561,1264,958,648,607,305,239,356,250,267,0,0,0,0,0,0,0
"Cusseta-Chattahoochee County unified government","Chattahoochee","Georgia",11837,11267,1196,1107,1218,1251,768,571,357,343,276,341,301,241,166,216,0,0,0,0,0,0,0
"Cuthbert","Randolph","Georgia",3736,3873,3731,3730,4340,3972,4300,4025,3447,3235,3022,3210,2641,2328,2129,2210,0,0,0,0,0,0,0
"Dacula","Gwinnett","Georgia",4971,4442,3848,2217,1577,782,440,369,315,304,244,169,0,0,0,0,0,0,0,0,0,0,0
"Dahlonega","Lumpkin","Georgia",6337,5242,3638,3086,2844,2658,2604,2152,1294,905,690,829,1255,896,602,471,0,735,671,0,0,0,0
"Daisy","Evans","Georgia",144,129,126,138,174,150,229,195,294,214,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dallas","Paulding","Georgia",12629,11544,5056,2810,2508,2133,2065,1817,1922,1412,1245,1259,644,455,169,0,0,0,0,0,0,0,0
"Dalton","Whitfield","Georgia",33529,33128,27912,21761,20581,18872,17868,15968,10448,8160,5222,5324,4315,3046,2516,1809,1649,0,0,0,0,0,0
"Damascus","Early","Georgia",237,254,277,290,403,272,297,402,477,436,373,413,0,0,0,0,0,0,0,0,0,0,0
"Danielsville","Madison","Georgia",573,560,457,318,354,378,362,298,333,296,355,323,194,149,128,0,0,0,0,0,0,0,0
"Danville","Twiggs (Wilkinson)","Georgia",219,238,373,480,529,515,264,461,423,419,436,299,0,0,0,0,0,0,0,0,0,0,0
"Darien","McIntosh","Georgia",1903,1975,1719,1783,1731,1826,1569,1380,1015,937,823,1391,1739,1491,1543,547,570,550,0,0,0,0,0
"Dasher","Lowndes","Georgia",959,912,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Davisboro","Washington","Georgia",1763,2010,1544,407,433,476,417,469,533,654,653,589,387,224,131,0,0,0,0,0,0,0,0
"Dawson","Terrell","Georgia",4358,4540,5058,5295,5699,5383,5062,4411,3681,3827,3504,3827,2926,2284,1576,1099,521,0,0,0,0,0,0
"Dawsonville","Dawson","Georgia",2497,2536,619,467,342,288,307,318,319,203,198,179,217,0,199,0,0,0,0,0,0,0,0
"De Soto","Sumter","Georgia",184,195,214,258,248,321,282,309,295,373,216,228,250,0,0,0,0,0,0,0,0,0,0
"Dearing","McDuffie","Georgia",542,549,441,547,539,555,403,325,273,246,256,0,0,0,0,0,0,0,0,0,0,0,0
"Decatur","DeKalb","Georgia",20380,19335,18147,17336,18404,21943,22026,21635,16561,13276,6150,2466,1418,1013,639,401,0,744,530,0,0,0,0
"Deepstep","Washington","Georgia",129,131,132,111,120,107,139,159,174,180,184,149,0,0,0,0,0,0,0,0,0,0,0
"Demorest","Habersham","Georgia",2047,1823,1465,1088,1130,1070,2029,1166,820,730,686,760,560,208,0,0,0,0,0,0,0,0,0
"Denton","Jeff Davis","Georgia",250,250,269,335,286,244,255,273,254,215,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dexter","Laurens","Georgia",571,575,509,475,527,438,359,264,324,336,481,550,199,0,0,0,0,0,0,0,0,0,0
"Dillard","Rabun","Georgia",335,339,198,199,238,186,204,186,204,210,175,106,0,0,0,0,0,0,0,0,0,0,0
"Doerun","Colquitt","Georgia",779,774,828,899,1062,1157,1037,902,832,719,919,630,325,0,0,0,0,0,0,0,0,0,0
"Donalsonville","Seminole","Georgia",2702,2650,2796,2761,3320,2907,2621,2569,1718,1183,1031,747,519,0,0,0,0,0,0,0,0,0,0
"Dooling","Dooly","Georgia",149,154,163,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Doraville","DeKalb","Georgia",10714,8330,9862,7626,7414,9157,4437,472,300,195,152,147,0,0,103,0,0,0,0,0,0,0,0
"Douglas","Coffee","Georgia",11665,11589,10639,10464,10980,10195,8736,7428,5175,426,3401,3550,617,0,0,0,0,0,0,0,0,0,0
"Douglasville","Douglas","Georgia",32523,30961,20065,11635,7641,5472,4462,3400,2555,2316,2159,1462,1140,863,286,0,0,0,0,0,0,0,0
"Du Pont","Clinch","Georgia",123,120,139,177,267,252,210,285,332,372,381,342,0,0,0,0,0,0,0,0,0,0,0
"Dublin","Laurens","Georgia",16182,16201,15857,16312,16083,15143,13814,10232,7814,6681,7707,5795,2987,862,574,0,0,0,0,0,0,0,0
"Dudley","Laurens","Georgia",571,571,447,430,425,423,360,272,259,252,227,302,0,0,0,0,0,0,0,0,0,0,0
"Duluth","Gwinnett","Georgia",28838,26600,22122,9029,2956,1810,1483,842,626,608,600,469,336,319,242,0,0,0,0,0,0,0,0
"Dunwoody","DeKalb","Georgia",48000,46267,32808,26302,17768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"East Dublin","Laurens","Georgia",2400,2441,2484,2524,2916,2000,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
