"Glasgow","Valley County","Montana",3380,3250,3253,3572,4455,4700,6398,3821,3799,2216,2059,1158,0,0,0,0
"Glendive","Dawson County","Montana",5399,4935,4729,4802,5978,6305,7058,5254,4524,4629,3816,2428,0,0,0,0
"Grass Range","Fergus County","Montana",109,110,149,159,139,181,222,234,206,212,262,0,0,0,0,0
"Great Falls","Cascade County","Montana",59152,58505,56690,55097,56884,60091,55244,39214,29928,28822,24121,13948,14930,3979,0,0
"Hamilton","Ravalli County","Montana",4594,4348,3705,2737,2661,2499,2475,2678,2332,1839,1700,2240,1257,0,50,0
"Hardin","Big Horn County","Montana",3796,3505,3384,2940,3300,2733,2789,2306,1886,1169,1312,0,0,0,0,0
"Harlem","Blaine County","Montana",830,808,848,882,1023,1094,1267,1107,1166,708,721,383,0,0,0,0
"Harlowton","Wheatland County","Montana",974,997,1062,1049,1181,1375,1734,1733,1547,1473,1856,770,0,0,0,0
"Havre","Hill County","Montana",9792,9310,9621,10201,10891,10558,10740,8086,6427,6372,5429,3624,1033,0,0,0
"Helena","Lewis and Clark County","Montana",29943,28190,25780,24569,23938,22730,20227,17581,15056,11803,12037,12515,10770,13834,3624,3106
"Hingham","Hill County","Montana",122,118,157,181,186,262,254,214,205,251,154,0,0,0,0,0
"Hobson","Judith Basin County","Montana",219,215,244,226,261,192,207,205,239,240,0,0,0,0,0,0
"Hot Springs","Sanders County","Montana",551,544,531,411,601,664,585,733,663,447,0,0,0,0,0,0
"Hysham","Treasure County","Montana",302,312,330,361,449,373,494,410,392,258,360,0,0,0,0,0
"Ismay","Custer County","Montana",21,19,26,19,31,40,59,182,176,277,344,0,0,0,0,0
"Joliet","Carbon County","Montana",649,595,575,522,580,412,452,410,476,359,440,389,0,0,0,0
"Jordan","Garfield County","Montana",386,343,364,494,485,529,557,0,0,0,0,0,0,0,0,0
"Judith Gap","Wheatland County","Montana",124,126,164,133,213,160,185,175,212,288,522,0,0,0,0,0
"Kalispell","Flathead County","Montana",21518,19927,14223,11917,10689,10526,10151,9737,8245,6094,5147,5549,2526,0,0,0
"Kevin","Toole County","Montana",147,154,178,185,208,250,375,0.351,360,324,0,0,0,0,0,0
"Laurel","Yellowstone County","Montana",6936,6718,6255,5686,5481,4454,4601,3663,2754,2558,2239,806,0,0,0,0
"Lavina","Golden Valley County","Montana",178,187,209,151,164,169,212,195,199,148,0,0,0,0,0,0
"Lewistown","Fergus County","Montana",5867,5901,5813,6051,7104,6437,7408,6573,5874,5358,6120,2992,1096,0,0,0
"Libby","Lincoln County","Montana",2656,2628,2626,2532,2748,3286,2828,2401,1837,1752,1522,630,0,0,0,0
"Lima","Beaverhead County","Montana",224,221,242,265,272,351,397,483,554,459,476,0,0,0,0,0
"Livingston","Park County","Montana",7245,7044,6851,6701,6994,6883,8229,7683,6642,6391,6311,5259,2778,2850,0,0
"Lodge Grass","Big Horn County","Montana",445,428,510,517,499,806,687,536,839,373,0,0,0,0,0,0
"Malta","Phillips County","Montana",1970,1997,2120,2340,2367,2195,2239,2095,2215,1342,1427,433,0,0,0,0
"Manhattan","Gallatin County","Montana",1571,1520,1396,1034,988,816,889,716,646,501,591,0,0,0,0,0
"Medicine Lake","Sheridan County","Montana",245,225,269,357,408,393,452,454,396,384,292,0,0,0,0,0
"Melstone","Musselshell County","Montana",106,96,136,166,238,227,266,195,203,215,477,0,0,0,0,0
"Miles City","Custer County","Montana",8758,8410,8487,8461,9602,9023,9665,9243,7313,7175,7937,4697,1938,956,629,0
