"Concord","town","Merrimack County","New Hampshire",42620,42695,40687,36006,30400,30022,28991,27988,27171,25228,22167,21497,19632,17004,13843,12241,10896,8576,4903,3727,2838,2393,2052,1747
"Danbury","town","Merrimack County","New Hampshire",1177,1164,1071,881,680,489,435,496,578,498,516,592,654,683,760,796,947,934,800,786,467,345,165,111
"Dunbarton","town","Merrimack County","New Hampshire",2792,2758,2226,1759,1174,825,632,533,495,572,405,513,551,524,708,778,901,915,950,1067,1450,1256,1222,917
"Epsom","town","Merrimack County","New Hampshire",4640,4566,4021,3591,2743,1469,1002,756,797,678,655,725,771,815,909,993,1216,1366,1205,1408,1336,1156,1034,799
"Franklin","town","Merrimack County","New Hampshire",8450,8477,8405,8304,7901,7292,6742,6552,6749,6576,6318,6132,5846,4085,3265,2301,1600,1251,1281,1370,0,0,0,0
"Henniker","town","Merrimack County","New Hampshire",4917,4836,4433,4151,3246,2348,1636,1675,1336,1266,1344,1395,1507,1385,1326,1288,1500,1688,1715,1725,1900,1608,1476,1127
"Hill","town","Merrimack County","New Hampshire",1095,1089,992,814,736,450,396,310,498,468,500,556,603,548,667,620,0,0,0,0,0,0,0,0
"Hooksett","town","Merrimack County","New Hampshire",14098,13451,11721,8767,7303,5564,3713,2792,2273,2132,1828,1528,1665,1893,1766,1330,1257,1503,1175,880,0,0,0,0
"Hopkinton","town","Merrimack County","New Hampshire",5610,5589,5399,4806,3861,3007,2225,1831,1587,1485,1438,1578,1652,1817,1836,1814,2178,2169,2454,2474,2437,2216,2015,1715
"Loudon","town","Merrimack County","New Hampshire",5432,5317,4481,4114,2454,1707,1194,1012,920,801,690,838,960,1000,1221,1282,1638,1552,1640,1642,1694,1472,1279,1084
"Newbury","town","Merrimack County","New Hampshire",2165,2072,1702,1347,961,509,342,320,506,333,362,402,424,487,590,601,698,738,816,0,0,0,0,0
"New London","town","Merrimack County","New Hampshire",4630,4397,4116,3180,2935,2236,1738,1484,1039,812,701,805,768,799,875,959,952,945,1019,913,924,692,617,311
"Northfield","town","Merrimack County","New Hampshire",4808,4829,4548,4263,3051,2193,1784,1561,1543,1336,1522,1474,1227,1115,918,833,1051,1332,1413,1169,1304,1057,925,606
"Pembroke","town","Merrimack County","New Hampshire",7121,7115,6897,6561,4861,4261,3514,3094,2769,2792,2563,3062,3183,3172,2797,2518,1313,1733,1336,1312,1256,1153,982,956
"Pittsfield","town","Merrimack County","New Hampshire",4074,4106,3931,3701,2889,2517,2419,2321,2183,2018,1914,2222,2129,2605,1974,1600,1838,1828,1719,1271,1178,1050,987,888
"Salisbury","town","Merrimack County","New Hampshire",1400,1382,1137,1061,781,589,415,423,368,350,390,478,604,655,795,897,1191,1228,1332,1379,2016,1913,1767,1372
"Sutton","town","Merrimack County","New Hampshire",1852,1837,1544,1457,1091,642,487,554,675,512,632,698,776,849,993,1155,1431,1387,1361,1424,1573,1328,878,520
"Warner","town","Merrimack County","New Hampshire",2870,2833,2760,2250,1963,1441,1004,1080,1113,1062,1051,1226,1358,1383,1537,1667,1970,2038,2159,2222,2246,1838,1569,863
"Webster","town","Merrimack County","New Hampshire",1891,1872,1579,1405,1095,680,457,386,351,360,334,445,496,564,647,689,0,0,0,0,0,0,0,0
"Wilmot","town","Merrimack County","New Hampshire",1374,1358,1144,935,725,516,391,370,466,495,536,614,653,840,1080,1072,1195,1272,1212,834,670,298,0,0
"Atkinson","town","Rockingham County","New Hampshire",6801,6751,6178,5188,4397,2291,1017,492,434,407,413,440,442,483,502,488,546,600,567,555,563,556,474,479
"Auburn","town","Rockingham County","New Hampshire",5292,4953,4682,4085,2883,2035,1292,1158,807,735,652,637,682,631,719,815,886,810,869,0,0,0,0,0
"Brentwood","town","Rockingham County","New Hampshire",4731,4486,3197,2590,2004,1468,1072,819,720,725,685,759,957,967,999,895,887,923,888,891,892,905,899,976
"Candia","town","Rockingham County","New Hampshire",3902,3909,3911,3557,2989,1997,1490,1243,965,812,780,993,1057,1108,1340,1456,1575,1482,1430,1362,1273,1290,1186,1040
"Chester","town","Rockingham County","New Hampshire",4925,4768,3792,2691,2006,1382,1053,807,702,653,652,818,861,958,1136,1153,1275,1301,1304,2039,2262,2030,2046,1902
"Danville","town","Rockingham County","New Hampshire",4450,4387,4023,2534,1318,924,605,508,457,406,463,517,615,666,613,548,629,614,538,0,0,0,0,0
"Deerfield","town","Rockingham County","New Hampshire",4407,4280,3678,3124,1979,1178,714,706,749,635,746,917,1162,1220,1569,1768,2066,2022,1953,2086,2133,1851,1878,1619
"Derry","town","Rockingham County","New Hampshire",33199,33109,34021,29603,18875,11712,6987,5826,5400,5131,5382,5123,3583,2604,2140,1809,1995,1850,2034,2178,0,0,0,0
"East Kingston","town","Rockingham County","New Hampshire",2404,2357,1784,1352,1135,838,574,449,424,347,384,413,496,461,576,553,598,532,551,442,443,442,392,358
"Epping","town","Rockingham County","New Hampshire",6835,6411,5476,5162,3460,2356,2006,1796,1618,1672,1276,1649,1641,1721,1536,1270,1414,1663,1234,1263,1158,1182,1121,1233
"Exeter","town","Rockingham County","New Hampshire",14567,14306,14058,12481,11024,8892,7243,5664,5398,4872,4604,4897,4922,4284,3569,3437,3309,3329,2925,2759,2114,1759,1727,1722
"Fremont","town","Rockingham County","New Hampshire",4583,4283,3510,2576,1333,993,783,698,634,571,519,622,749,726,624,527,579,509,0,0,0,0,0,0
"Greenland","town","Rockingham County","New Hampshire",3872,3549,3208,2768,2129,1784,1196,719,696,577,623,575,607,647,695,695,762,730,726,681,634,592,548,634
"Hampstead","town","Rockingham County","New Hampshire",8573,8523,8297,6732,3785,2401,1261,902,823,775,670,796,823,860,950,935,930,789,890,913,751,738,790,724
"Hampton","town","Rockingham County","New Hampshire",15281,15430,14937,12278,10493,8011,5379,2847,2137,1507,1251,1215,1209,1330,1184,1177,1230,1192,1320,1103,1098,990,875,853
"Hampton Falls","town","Rockingham County","New Hampshire",2291,2236,1880,1503,1372,1254,885,629,493,481,483,552,560,622,678,679,621,640,656,582,572,570,519,541
"Kensington","town","Rockingham County","New Hampshire",2130,2124,1893,1631,1322,1044,708,542,458,438,383,417,524,547,614,642,672,700,647,717,709,781,776,800
"Kingston","town","Rockingham County","New Hampshire",6119,6025,5862,5591,4111,2882,1672,1283,1002,1017,859,1015,1132,1120,1080,1054,1216,1192,1032,929,847,746,785,906
"Londonderry","town","Rockingham County","New Hampshire",25196,24129,23236,19781,13598,5346,2457,1640,1429,1373,1303,1533,1408,1220,1363,1405,1717,1731,1556,1469,3127,2766,2650,2622
"New Castle","town","Rockingham County","New Hampshire",975,968,1010,840,936,975,823,583,542,378,728,624,581,488,610,667,692,891,742,850,932,592,524,534
"Newfields","town","Rockingham County","New Hampshire",1695,1680,1551,888,817,843,737,469,417,376,470,503,647,855,829,808,786,516,0,0,0,0,0,0
"Newington","town","Rockingham County","New Hampshire",772,753,775,990,716,798,2499,494,418,381,398,296,390,401,433,414,475,472,543,549,541,508,481,542
"Newmarket","town","Rockingham County","New Hampshire",8908,8936,8027,7157,4290,3361,3153,2709,2640,2511,3181,3348,2892,2742,2368,1987,2034,1937,2746,2013,1083,1061,1027,1137
"Newton","town","Rockingham County","New Hampshire",4869,4603,4289,3473,3068,1920,1419,1173,900,848,872,962,924,1064,1606,856,850,685,541,510,477,454,450,530
"North Hampton","town","Rockingham County","New Hampshire",4410,4301,4259,3637,3425,3259,1910,1104,818,695,677,782,812,804,774,723,771,822,885,767,764,651,653,657
"Northwood","town","Rockingham County","New Hampshire",4272,4241,3640,3124,2175,1526,1034,966,873,872,891,1059,1304,1478,1345,1430,1502,1308,1182,1342,1260,1095,950,744
"Nottingham","town","Rockingham County","New Hampshire",4942,4785,3701,2939,1952,952,623,566,468,451,520,607,638,988,1095,1130,1297,1268,1193,1157,1126,1063,964,1068
"Plaistow","town","Rockingham County","New Hampshire",7605,7609,7747,7316,5609,4712,2915,2082,1414,1366,1368,1173,1027,1085,1062,879,861,748,626,591,492,424,459,521
"Portsmouth","town","Rockingham County","New Hampshire",21530,20779,20784,25925,26254,25717,25833,18830,14821,14495,13569,11269,10637,9827,9690,9211,9335,9738,7887,8082,7327,6934,5339,4720
"Raymond","town","Rockingham County","New Hampshire",10285,10138,9674,8713,5453,3003,1867,1428,1340,1165,1050,1203,1100,1131,1053,1121,1269,1256,989,1000,961,898,808,727
"Rye","town","Rockingham County","New Hampshire",5375,5298,5182,4612,4508,4083,3244,1982,1246,1081,1196,1014,1142,978,1111,993,1199,1295,1205,1172,1127,1020,890,865
"Salem","town","Rockingham County","New Hampshire",28898,28776,28112,25746,24124,20142,9210,4805,3267,2751,2318,2117,2041,1805,1809,1603,1670,1555,1408,1310,1311,1179,1077,1218
"Sandown","town","Rockingham County","New Hampshire",6283,5986,5143,4060,2057,741,366,315,292,229,280,380,400,475,500,496,553,566,525,553,527,504,501,561
"Seabrook","town","Rockingham County","New Hampshire",8779,8693,7934,6503,5917,3053,2209,1788,1782,1666,1537,1425,1497,1672,1745,1609,1549,1266,1392,1096,885,774,628,715
"South Hampton","town","Rockingham County","New Hampshire",809,814,844,740,660,558,443,314,294,261,230,279,297,370,383,448,549,472,462,487,416,427,387,448
"Stratham","town","Rockingham County","New Hampshire",7373,7255,6355,4955,2507,1512,1033,759,634,552,542,602,718,680,720,769,859,840,875,838,892,874,890,882
"Windham","town","Rockingham County","New Hampshire",14439,13592,10709,9000,5664,3008,1317,964,630,538,543,656,641,632,695,753,846,818,926,1006,889,742,751,663
"Barrington","town","Strafford County","New Hampshire",8842,8576,7475,6164,4404,1865,1036,1052,780,613,616,900,1208,1408,1497,1581,1963,1752,1845,1895,1610,3564,2773,2470
"Dover","town","Strafford County","New Hampshire",30880,29987,26884,25042,22377,20850,19131,15874,14990,13573,13029,13247,13207,12790,11087,9294,8502,8196,6458,5449,2871,2228,2062,1998
"Durham","town","Strafford County","New Hampshire",16645,14638,12664,11818,10652,8869,5504,4770,1533,1217,749,823,996,871,962,1298,1534,1497,1498,1606,1538,1449,1126,1247
"Farmington","town","Strafford County","New Hampshire",6832,6786,5774,5739,4630,3588,3287,3454,3095,2698,2461,2621,2265,3064,3044,2063,2275,1699,1380,1464,1716,1272,1029,0
"Lee","town","Strafford County","New Hampshire",4391,4330,4145,3729,2111,1481,931,575,481,376,475,479,545,606,715,776,871,862,906,1009,1224,1329,978,1029
"Madbury","town","Strafford County","New Hampshire",1807,1771,1509,1404,987,704,556,489,401,358,326,331,336,367,397,408,496,483,489,510,559,582,544,592
"Middleton","town","Strafford County","New Hampshire",1787,1783,1440,1183,734,430,349,255,236,176,174,291,300,207,355,476,530,476,483,562,482,439,431,617
"Milton","town","Strafford County","New Hampshire",4585,4598,3910,3691,2438,1859,1418,1510,1279,1206,1428,1542,1625,1640,1516,1598,1862,1629,1322,1273,1232,1005,0,0
"New Durham","town","Strafford County","New Hampshire",2658,2638,2220,1974,1183,583,474,463,433,448,462,523,625,579,772,973,1173,1049,1032,1162,1168,888,742,554
"Rochester","town","Strafford County","New Hampshire",30038,29752,28461,26630,21560,17938,15927,13776,12012,10209,9673,8868,8466,7396,5784,4103,3384,3006,2431,2155,2471,2118,2646,2857
"Rollinsford","town","Strafford County","New Hampshire",2527,2527,2648,2645,2319,2273,1935,1652,1463,1409,1701,1836,1701,2003,1712,1500,2069,1862,0,0,0,0,0,0
"Somersworth","town","Strafford County","New Hampshire",11759,11766,11477,11249,10350,9026,8529,6927,6136,5680,6688,6704,7023,6207,5586,4504,4787,4943,3283,3090,841,878,932,943
"Strafford","town","Strafford County","New Hampshire",4074,3991,3626,2965,1663,965,722,770,714,617,764,786,1040,1304,1531,1669,2047,1920,2021,2200,2144,0,0,0
"Acworth","town","Sullivan County","New Hampshire",887,891,836,776,590,459,371,418,477,471,436,536,594,717,982,1050,1180,1251,1450,1401,1479,1523,1376,704
"Charlestown","town","Sullivan County","New Hampshire",4993,5114,4749,4630,4417,3274,2576,2077,1756,1644,1505,1496,1473,1466,1587,1741,1758,1644,1722,1773,1702,1501,1364,1093
"Claremont","town","Sullivan County","New Hampshire",12984,13355,13151,13902,14557,14221,13563,12811,12144,12377,9524,7529,6498,5565,4704,4053,4026,3606,3217,2526,2290,2094,1889,1435
"Cornish","town","Sullivan County","New Hampshire",1621,1640,1661,1659,1390,1268,1106,989,790,855,844,1005,962,954,1156,1334,1520,1606,1726,1687,1701,1606,1268,982
"Croydon","town","Sullivan County","New Hampshire",747,764,661,627,457,396,312,349,312,269,230,324,372,512,608,652,755,861,956,1057,1060,864,984,537
"Goshen","town","Sullivan County","New Hampshire",807,810,741,742,549,395,351,356,352,255,283,329,345,384,511,507,576,659,779,772,687,563,383,0
"Grantham","town","Sullivan County","New Hampshire",2959,2985,2167,1247,704,366,332,359,367,302,495,286,374,424,540,608,648,784,1034,1079,1032,864,713,333
"Langdon","town","Sullivan County","New Hampshire",676,688,586,580,437,337,338,378,276,267,279,340,339,305,364,411,478,575,615,667,654,632,484,244
"Lempster","town","Sullivan County","New Hampshire",1148,1154,971,947,637,360,272,309,312,273,287,383,391,519,602,678,820,906,941,999,950,854,729,415
"Newport","town","Sullivan County","New Hampshire",6365,6507,6269,6110,6229,5899,5458,5131,5304,4659,4109,3765,3126,2623,2612,2163,2077,2020,1958,1913,1679,1427,1266,780
"Plainfield","town","Sullivan County","New Hampshire",2352,2364,2241,2056,1749,1323,1071,1011,970,858,853,987,1114,1173,1372,1589,1620,1392,1552,1581,1460,1463,1435,1024
"Springfield","town","Sullivan County","New Hampshire",1313,1311,945,788,532,310,283,324,364,270,349,422,439,540,732,781,1021,1270,1252,1202,967,614,570,210
"Sunapee","town","Sullivan County","New Hampshire",3401,3365,3055,2559,2312,1384,1164,1108,1071,1040,898,1071,946,900,895,808,778,787,795,637,603,447,355,267
"Unity","town","Sullivan County","New Hampshire",1603,1671,1530,1341,1092,709,708,653,669,501,522,504,572,653,814,844,887,961,1218,1258,1277,1044,902,538
"Washington","town","Sullivan County","New Hampshire",1111,1123,895,628,411,248,162,168,278,245,308,360,464,569,682,839,897,1053,1103,1135,992,820,819,545
