"Viborg","Turner County","South Dakota",767,782,832,763,812,662,699,644,659,719,618,410,222,0,0
"Vienna","Clark County","South Dakota",44,45,78,93,90,119,191,306,313,443,477,453,171,0,0
"Vilas","Miner County","South Dakota",19,20,19,28,28,33,49,71,91,106,144,157,0,0,0
"Virgil","Beadle County","South Dakota",17,16,25,33,37,43,81,124,145,166,189,0,0,0,0
"Volga","Brookings County","South Dakota",1817,1768,1435,1263,1221,982,780,578,632,604,600,568,396,298,287
"Volin","Yankton County","South Dakota",161,161,207,175,156,157,171,197,292,283,314,286,0,0,0
"Wagner","Charles Mix County","South Dakota",1576,1566,1675,1462,1453,1655,1586,1528,1319,1420,1236,964,0,0,0
"Wakonda","Clay County","South Dakota",313,321,374,329,383,290,382,454,451,453,451,326,220,0,0
"Wall","Pennington County","South Dakota",882,766,818,834,770,786,629,556,500,326,224,167,0,0,0
"Wallace","Codington County","South Dakota",85,85,86,83,90,95,132,188,193,189,235,207,0,0,0
"Ward","Moody County","South Dakota",49,48,41,35,43,57,74,96,84,90,118,72,0,0,0
"Warner","Brown County","South Dakota",480,457,419,336,322,0,0,0,0,0,0,0,0,0,0
"Wasta","Pennington County","South Dakota",82,80,75,82,99,127,196,144,153,0,0,0,0,0,0
"Watertown","Codington County","South Dakota",22057,21482,20237,17592,15649,13388,14077,12699,10617,10214,9400,7010,3352,2672,746
"Waubay","Day County","South Dakota",574,576,662,647,675,696,851,879,882,903,979,803,430,0,0
"Webster","Day County","South Dakota",1833,1886,1952,2017,2417,2252,2409,2503,2173,1805,1800,1713,1506,618,0
"Wentworth","Lake County","South Dakota",189,171,188,181,193,196,211,270,303,310,360,329,181,0,0
"Wessington","Beadle/Hand County","South Dakota",180,170,248,265,327,380,378,467,516,681,728,576,0,0,0
"Wessington Springs","Jerauld County","South Dakota",925,956,1011,1083,1203,1300,1488,1453,1352,1401,1618,1093,320,0,0
"Westport","Brown County","South Dakota",134,133,125,112,122,0,0,0,0,0,0,0,0,0,0
"Wetonka","McPherson County","South Dakota",8,8,12,12,22,31,46,115,109,111,164,0,0,0,0
"White","Brookings County","South Dakota",487,485,530,536,474,418,417,525,559,533,594,468,454,137,0
"White Lake","Aurora County","South Dakota",373,372,405,419,414,395,397,395,496,530,610,507,264,366,0
"White River","Mellette County","South Dakota",590,581,598,595,561,617,583,465,562,471,417,0,0,0,0
"White Rock","Roberts County","South Dakota",3,3,18,7,10,35,76,113,220,281,353,368,170,0,0
"Whitewood","Lawrence County","South Dakota",923,927,844,891,821,689,470,304,267,392,339,390,311,443,0
"Willow Lake","Clark County","South Dakota",244,263,294,317,375,353,467,484,427,514,477,437,210,240,0
"Wilmot","Roberts County","South Dakota",506,492,543,566,507,518,545,590,628,566,617,427,352,0,0
"Winner","Tripp County","South Dakota",2862,2897,3137,3354,3472,3789,3705,3252,2426,2220,2000,0,0,0,0
"Wolsey","Beadle County","South Dakota",393,376,418,442,437,436,354,391,410,455,510,436,122,0,0
"Wood","Mellette County","South Dakota",64,62,66,73,134,132,267,260,414,257,0,0,0,0,0
"Woonsocket","Sanborn County","South Dakota",652,655,720,766,799,852,1035,1051,1050,1108,1368,1027,648,687,0
"Worthing","Lincoln County","South Dakota",942,877,585,371,388,294,304,272,291,262,238,179,213,0,0
"Yale","Beadle County","South Dakota",112,108,118,128,136,148,171,164,156,190,0,0,0,0,0
"Yankton","Yankton County","South Dakota",14552,14454,13528,12703,12011,11919,9279,7709,6798,6072,5024,3787,4125,3670,3431
