"Lesterville","Yankton County","South Dakota",127,127,158,168,156,181,173,192,229,228,281,279,244,0,0
"Letcher","Sanborn County","South Dakota",172,173,177,164,221,201,296,291,344,414,454,402,130,0,0
"Lily","Day County","South Dakota",4,4,21,26,38,62,119,139,158,135,187,175,0,0,0
"Long Lake","McPherson County","South Dakota",31,31,58,64,117,128,109,175,0,0,0,0,0,0,0
"Lowry","Walworth County","South Dakota",6,6,10,15,22,35,44,70,90,89,0,90,0,0,0
"McIntosh","Corson County","South Dakota",174,173,217,302,418,563,568,628,626,663,727,409,0,0,0
"McLaughlin","Corson County","South Dakota",677,663,775,780,754,863,983,713,660,678,555,0,0,0,0
"Madison","Lake County","South Dakota",7126,6474,6540,6257,6210,6315,5420,5153,5018,4289,4144,3137,2550,1736,96
"Marion","Turner County","South Dakota",771,784,892,831,830,844,843,794,765,704,535,462,338,0,0
"Martin","Bennett County","South Dakota",1064,1071,1106,1151,1018,1248,1184,989,1013,720,0,0,0,0,0
"Marvin","Grant County","South Dakota",33,34,66,38,52,65,93,110,164,150,173,0,0,0,0
"Mellette","Spink County","South Dakota",221,210,248,184,192,199,208,250,332,363,507,472,354,241,0
"Menno","Hutchinson County","South Dakota",590,608,729,768,793,796,837,868,966,909,918,621,556,413,52
"Midland","Haakon County","South Dakota",123,129,179,233,277,270,401,387,282,262,309,210,0,0,0
"Milbank","Grant County","South Dakota",3269,3353,3640,3879,4120,3727,3500,2982,2745,2389,2215,2015,1426,1207,0
"Miller","Hand County","South Dakota",1440,1489,1530,1678,1931,2148,2081,1916,1460,1447,1478,1202,544,536,0
"Mission","Todd County","South Dakota",1208,1182,904,730,748,739,611,388,452,0,0,0,0,0,0
"Mission Hill","Yankton County","South Dakota",177,177,183,180,197,161,165,169,195,184,167,0,0,0,0
"Mitchell","Davison County","South Dakota",15693,15254,14558,13798,13916,13425,12555,12123,10633,10942,8478,6515,4055,2217,320
"Mobridge","Walworth County","South Dakota",3515,3465,3574,3768,4174,4545,4391,3753,3008,3464,3517,1200,0,0,0
"Monroe","Turner County","South Dakota",156,160,163,151,170,134,156,160,219,221,217,169,0,0,0
"Montrose","McCook County","South Dakota",474,472,460,420,396,377,430,448,506,471,519,442,375,0,0
"Morristown","Corson County","South Dakota",69,67,82,64,127,144,219,190,217,268,269,222,0,0,0
"Mound City","Campbell County","South Dakota",67,71,84,89,111,164,144,177,195,165,0,0,0,0,0
"Mount Vernon","Davison County","South Dakota",443,462,477,368,402,398,379,387,405,489,661,614,222,127,0
"Murdo","Jones County","South Dakota",482,488,612,679,723,865,783,739,680,619,500,372,0,0,0
"Naples","Clark County","South Dakota",38,41,25,35,45,38,36,62,84,89,0,0,0,0,0
"New Effington","Roberts County","South Dakota",261,256,233,219,261,258,280,367,344,337,305,0,0,0,0
"Newell","Butte County","South Dakota",600,603,646,675,638,664,797,784,683,547,414,0,0,0,0
"New Underwood","Pennington County","South Dakota",674,660,616,553,517,416,462,268,214,311,164,134,0,0,0
"New Witten","Tripp County","South Dakota",77,79,51,87,134,102,146,198,211,0,0,0,0,0,0
"Nisland","Butte County","South Dakota",240,232,204,174,216,157,211,216,212,187,173,0,0,0,0
"North Sioux City","Union County","South Dakota",2636,2530,2288,2019,1992,860,736,0,0,0,0,0,0,0,0
"Northville","Spink County","South Dakota",148,143,124,105,138,119,153,220,223,260,372,392,243,0,0
"Nunda","Lake County","South Dakota",47,43,47,45,60,85,106,102,147,163,206,137,0,0,0
"Oacoma","Lyman County","South Dakota",474,451,390,367,289,215,312,231,197,167,224,235,0,0,0
"Oelrichs","Fall River County","South Dakota",123,126,145,138,124,94,132,168,212,206,176,150,0,303,0
"Oldham","Kingsbury County","South Dakota",130,133,206,189,222,244,291,349,386,419,364,355,222,0,0
"Olivet","Hutchinson County","South Dakota",72,74,70,74,96,103,135,202,242,184,200,133,156,105,0
"Onaka","Faulk County","South Dakota",15,15,30,52,70,69,85,158,139,164,0,0,0,0,0
"Onida","Sully County","South Dakota",675,658,740,761,851,785,843,822,597,636,455,319,0,0,0
"Orient","Faulk County","South Dakota",63,63,57,59,87,131,133,206,250,302,0,0,0,0,0
"Ortley","Roberts County","South Dakota",66,65,54,63,80,111,127,144,184,157,187,192,0,0,0
"Parker","Turner County","South Dakota",1001,1022,1031,984,999,1005,1142,1148,1244,1229,1283,1224,893,728,113
"Parkston","Hutchinson County","South Dakota",1476,1508,1674,1572,1545,1611,1514,1354,1305,1336,1230,970,596,262,0
"Peever","Roberts County","South Dakota",171,168,209,195,232,202,208,221,272,265,386,259,0,0,0
"Philip","Haakon County","South Dakota",745,779,885,1077,1088,983,1114,810,833,786,647,578,0,0,0
"Pickstown","Charles Mix County","South Dakota",217,201,168,95,0,0,0,0,0,0,0,0,0,0,0
"Piedmont","Meade County","South Dakota",835,222,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pierpont","Day County","South Dakota",131,135,122,173,184,241,258,326,362,379,400,314,0,0,0
"Pierre","Hughes County","South Dakota",14054,13646,13876,12906,11973,9699,10088,5715,4322,3659,3209,3656,2306,3235,0
"Plankinton","Aurora County","South Dakota",718,707,601,604,644,613,644,754,694,758,803,712,465,654,0
"Platte","Charles Mix County","South Dakota",1248,1230,1367,1311,1334,1351,1167,1069,1017,1207,1242,1115,0,0,0
"Pollock","Campbell County","South Dakota",227,241,339,379,355,341,417,395,527,481,437,304,0,0,0
"Presho","Lyman County","South Dakota",507,497,588,654,760,922,881,712,568,487,626,635,0,0,0
"Pringle","Custer County","South Dakota",111,112,125,96,105,86,145,193,273,0,0,0,0,0,0
"Pukwana","Brule County","South Dakota",287,285,287,263,234,208,247,302,258,307,192,164,0,0,0
"Quinn","Pennington County","South Dakota",58,54,44,72,80,105,162,214,189,141,0,0,0,0,0
"Ramona","Lake County","South Dakota",191,174,190,194,241,227,247,278,265,279,356,312,172,0,0
"Rapid City","Pennington County","South Dakota",72638,67956,59607,54523,46492,43836,42399,25310,13844,10404,5777,3854,1342,2128,292
"Ravinia","Charles Mix County","South Dakota",62,61,79,79,88,109,164,200,155,157,199,81,0,0,0
"Raymond","Clark County","South Dakota",50,50,86,96,106,114,168,174,206,200,330,241,0,0,0
"Redfield","Spink County","South Dakota",2416,2333,2897,2770,3027,2943,2952,2655,2428,2664,2755,3060,1015,796,0
"Ree Heights","Hand County","South Dakota",61,62,85,91,88,183,188,254,258,339,0,0,0,0,0
