"Cassville","Barry County","Missouri",3287,3266,2890,2371,2091,1910,1451,1441,1214,1016,1002,781,702,626,0,287,0,0,0,0
"Catron","New Madrid County","Missouri",64,67,68,81,180,122,177,278,259,152,0,0,0,0,0,0,0,0,0,0
"Cave","Lincoln County","Missouri",5,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cedar Hill Lakes","Jefferson County","Missouri",238,237,229,227,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Center","Ralls County","Missouri",509,508,644,552,669,588,484,415,488,516,575,540,300,155,55,0,0,0,0,0
"Centertown","Cole County","Missouri",275,278,257,356,304,277,190,248,271,259,243,285,0,0,154,0,0,0,0,0
"Centerview","Johnson County","Missouri",273,267,249,214,223,234,208,179,198,175,268,0,0,0,227,0,0,0,0,0
"Centerville","Reynolds County","Missouri",192,191,171,89,241,209,163,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centralia","Boone County","Missouri",4175,4027,3774,3414,3537,3623,3200,2460,1996,2009,2071,2116,1722,1275,703,0,0,0,0,0
"Chaffee","Scott County","Missouri",2929,2955,3044,3059,3241,2793,2862,3134,3049,2902,3035,2082,0,0,0,0,0,0,0,0
"Chain of Rocks","Lincoln County","Missouri",96,93,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chain-O-Lakes","Barry County","Missouri",131,126,127,111,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chamois","Osage County","Missouri",387,396,456,449,546,615,658,621,771,675,700,649,726,769,562,0,0,0,0,0
"Champ","St. Louis County","Missouri",13,13,12,11,28,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Charlack","St. Louis County","Missouri",1371,1363,1431,1388,1537,1872,1493,1528,0,0,0,0,0,0,0,0,0,0,0,0
"Charleston","Mississippi County","Missouri",5907,5947,4732,5085,5230,5131,5911,5501,5182,3357,3410,3144,1893,1381,1028,635,273,0,0,0
"Charmwood","Franklin County","Missouri",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chesterfield","St. Louis County","Missouri",47777,47484,46802,37991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chilhowee","Johnson County","Missouri",332,325,329,335,349,297,339,335,415,414,469,425,0,0,86,185,0,0,0,0
"Chillicothe","Livingston County","Missouri",9504,9515,8968,8804,9089,9519,9236,8694,8012,8177,6772,6265,6905,5717,4078,3978,994,0,0,0
"Chula","Livingston County","Missouri",203,210,198,183,244,244,285,314,439,388,444,384,282,0,0,0,0,0,0,0
"Clarence","Shelby County","Missouri",778,813,915,1026,1147,1050,1103,1123,1157,1286,1400,1322,1184,1078,570,444,0,0,0,0
"Clark","Randolph County","Missouri",295,298,275,257,304,271,260,276,273,334,315,300,223,194,0,0,0,0,0,0
"Clarksburg","Moniteau County","Missouri",331,334,375,358,352,343,357,366,393,394,441,399,509,0,0,0,0,0,0,0
"Clarksdale","DeKalb County","Missouri",268,271,351,287,278,248,242,282,307,302,375,416,834,145,0,0,0,0,0,0
"Clarkson Valley","St. Louis County","Missouri",2648,2632,2675,2508,1435,157,137,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clarksville","Pike County","Missouri",435,442,490,480,585,668,638,702,879,739,729,918,843,1186,1493,1152,573,300,0,0
"Clarkton","Dunklin County","Missouri",1252,1288,1330,1113,1228,1177,1049,1004,733,493,689,682,0,0,314,0,0,0,0,0
"Claycomo","Clay County","Missouri",1470,1430,1267,1668,1671,1841,1423,808,0,0,0,0,0,0,0,0,0,0,0,0
"Clayton","St. Louis County","Missouri",15882,15939,12825,13874,14306,16100,15245,16035,13069,9613,3028,0,0,402,0,0,0,0,0,0
"Clearmont","Nodaway County","Missouri",165,170,191,175,261,226,292,283,243,327,282,263,348,246,0,0,0,0,0,0
"Cleveland","Cass County","Missouri",663,661,592,506,485,256,216,163,146,159,169,170,0,0,0,0,0,0,0,0
"Clever","Christian County","Missouri",2434,2139,1010,580,551,430,283,273,291,334,347,248,0,0,0,0,0,0,0,0
"Cliff Village","Newton County","Missouri",40,40,33,19,24,39,35,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clifton Hill","Randolph County","Missouri",113,114,124,108,152,174,207,262,278,264,0,0,0,0,132,0,0,0,0,0
