,"Jasper County","Indiana",33475,33478
,"Jay County","Indiana",21179,21253
,"Jefferson County","Indiana",32494,32428
,"Jennings County","Indiana",28000,28525
,"Johnson County","Indiana",147538,139654
,"Knox County","Indiana",37938,38440
,"Kosciusko County","Indiana",78564,77358
,"LaGrange County","Indiana",38436,37128
,"Lake County","Indiana",490228,496005
,"LaPorte County","Indiana",111444,111467
,"Lawrence County","Indiana",45704,46134
,"Madison County","Indiana",130069,131636
,"Marion County","Indiana",934243,903393
,"Marshall County","Indiana",47107,47051
,"Martin County","Indiana",10203,10334
,"Miami County","Indiana",35954,36903
,"Monroe County","Indiana",143339,137974
,"Montgomery County","Indiana",38146,38124
,"Morgan County","Indiana",69693,68894
,"Newton County","Indiana",14156,14244
,"Noble County","Indiana",47618,47536
,"Ohio County","Indiana",6035,6128
,"Orange County","Indiana",19626,19840
,"Owen County","Indiana",20969,21575
,"Parke County","Indiana",17233,17339
,"Perry County","Indiana",19454,19338
,"Pike County","Indiana",12624,12845
,"Porter County","Indiana",167076,164343
,"Posey County","Indiana",25540,25910
,"Pulaski County","Indiana",12967,13402
,"Putnam County","Indiana",37618,37963
,"Randolph County","Indiana",25384,26171
,"Ripley County","Indiana",28497,28818
,"Rush County","Indiana",16892,17392
,"St. Joseph County","Indiana",267618,266931
,"Scott County","Indiana",23712,24181
,"Shelby County","Indiana",44579,44436
,"Spencer County","Indiana",20801,20952
,"Starke County","Indiana",23074,23363
,"Steuben County","Indiana",34308,34185
,"Sullivan County","Indiana",21050,21475
,"Switzerland County","Indiana",10452,10613
,"Tippecanoe County","Indiana",183074,172780
,"Tipton County","Indiana",15415,15936
,"Union County","Indiana",7246,7516
,"Vanderburgh County","Indiana",182006,179703
,"Vermillion County","Indiana",15693,16212
,"Vigo County","Indiana",108175,107848
,"Wabash County","Indiana",32252,32888
,"Warren County","Indiana",8352,8508
,"Warrick County","Indiana",61149,59689
,"Washington County","Indiana",27878,28262
,"Wayne County","Indiana",67671,68917
,"Wells County","Indiana",27862,27636
,"White County","Indiana",24453,24643
,"Whitley County","Indiana",33403,33292
,"Adair County","Iowa",7454,7682
,"Adams County","Iowa",3875,4029
,"Allamakee County","Iowa",14038,14330
,"Appanoose County","Iowa",12661,12887
,"Audubon County","Iowa",5794,6119
,"Benton County","Iowa",25680,26076
,"Black Hawk County","Iowa",132897,131090
,"Boone County","Iowa",26433,26306
,"Bremer County","Iowa",24721,24276
,"Buchanan County","Iowa",21038,20958
,"Buena Vista County","Iowa",20578,20260
,"Butler County","Iowa",15006,14867
,"Calhoun County","Iowa",9866,9670
,"Carroll County","Iowa",20562,20816
,"Cass County","Iowa",13448,13956
,"Cedar County","Iowa",18411,18499
,"Cerro Gordo County","Iowa",43254,44151
,"Cherokee County","Iowa",11836,12072
,"Chickasaw County","Iowa",12264,12439
,"Clarke County","Iowa",9217,9286
,"Clay County","Iowa",16515,16667
,"Clayton County","Iowa",17692,18129
,"Clinton County","Iowa",48051,49116
,"Crawford County","Iowa",17228,17096
,"Dallas County","Iowa",77400,66135
,"Davis County","Iowa",8781,8753
,"Decatur County","Iowa",8263,8457
,"Delaware County","Iowa",17398,17764
,"Des Moines County","Iowa",40255,40325
,"Dickinson County","Iowa",16935,16667
,"Dubuque County","Iowa",96370,93653
,"Emmet County","Iowa",9990,10302
,"Fayette County","Iowa",20343,20880
,"Floyd County","Iowa",16077,16303
,"Franklin County","Iowa",10436,10680
,"Fremont County","Iowa",7022,7441
,"Greene County","Iowa",9200,9336
,"Grundy County","Iowa",12375,12453
,"Guthrie County","Iowa",10722,10954
,"Hamilton County","Iowa",15117,15673
,"Hancock County","Iowa",11027,11341
,"Hardin County","Iowa",17311,17534
,"Harrison County","Iowa",14324,14928
,"Henry County","Iowa",20217,20145
,"Howard County","Iowa",9449,9566
,"Humboldt County","Iowa",9640,9815
,"Ida County","Iowa",7042,7089
,"Iowa County","Iowa",16375,16355
,"Jackson County","Iowa",19482,19848
,"Jasper County","Iowa",36872,36842
,"Jefferson County","Iowa",17325,16843
,"Johnson County","Iowa",142287,130882
,"Jones County","Iowa",20454,20638
,"Keokuk County","Iowa",10231,10511
,"Kossuth County","Iowa",15222,15543
,"Lee County","Iowa",35286,35862
,"Linn County","Iowa",217751,211226
,"Louisa County","Iowa",11161,11387
,"Lucas County","Iowa",8701,8898
,"Lyon County","Iowa",11683,11581
,"Madison County","Iowa",15609,15679
,"Mahaska County","Iowa",22370,22381
,"Marion County","Iowa",33365,33309
,"Marshall County","Iowa",40866,40648
,"Mills County","Iowa",14831,15059
,"Mitchell County","Iowa",10779,10776
,"Monona County","Iowa",8996,9243
,"Monroe County","Iowa",8001,7970
,"Montgomery County","Iowa",10421,10740
,"Muscatine County","Iowa",42903,42745
,"O'Brien County","Iowa",14056,14398
,"Osceola County","Iowa",6218,6462
,"Page County","Iowa",15496,15932
,"Palo Alto County","Iowa",9099,9421
,"Plymouth County","Iowa",24874,24986
,"Pocahontas County","Iowa",7138,7310
,"Polk County","Iowa",459862,430640
,"Pottawattamie County","Iowa",93128,93158
,"Poweshiek County","Iowa",18668,18914
,"Ringgold County","Iowa",5051,5131
,"Sac County","Iowa",10035,10350
,"Scott County","Iowa",171387,165224
,"Shelby County","Iowa",11948,12167
,"Sioux County","Iowa",34681,33704
,"Story County","Iowa",94073,89542
,"Tama County","Iowa",17451,17767
,"Taylor County","Iowa",6143,6317
,"Union County","Iowa",12516,12534
,"Van Buren County","Iowa",7468,7570
,"Wapello County","Iowa",35212,35625
,"Warren County","Iowa",47956,46225
,"Washington County","Iowa",22070,21704
,"Wayne County","Iowa",6395,6403
,"Webster County","Iowa",36955,38013
,"Winnebago County","Iowa",10559,10866
,"Winneshiek County","Iowa",20768,21056
,"Woodbury County","Iowa",102271,102172
,"Worth County","Iowa",7624,7598
,"Wright County","Iowa",12840,13229
,"Allen County","Kansas",12909,13371
,"Anderson County","Kansas",7883,8102
,"Atchison County","Kansas",16513,16924
,"Barber County","Kansas",4897,4861
,"Barton County","Kansas",27385,27674
,"Bourbon County","Kansas",14772,15173
,"Brown County","Kansas",9815,9984
,"Butler County","Kansas",66227,65880
,"Chase County","Kansas",2692,2790
,"Chautauqua County","Kansas",3481,3669
,"Cherokee County","Kansas",20787,21603
,"Cheyenne County","Kansas",2693,2726
,"Clark County","Kansas",2144,2215
,"Clay County","Kansas",8317,8535
,"Cloud County","Kansas",9385,9533
,"Coffey County","Kansas",8433,8601
,"Comanche County","Kansas",1954,1891
,"Cowley County","Kansas",35963,36311
,"Crawford County","Kansas",39290,39134
,"Decatur County","Kansas",2908,2961
,"Dickinson County","Kansas",19394,19754
,"Doniphan County","Kansas",7874,7945
,"Douglas County","Kansas",116585,110826
,"Edwards County","Kansas",3030,3037
,"Elk County","Kansas",2694,2882
,"Ellis County","Kansas",29013,28452
,"Ellsworth County","Kansas",6392,6497
,"Finney County","Kansas",37184,36776
,"Ford County","Kansas",34795,33848
,"Franklin County","Kansas",25611,25992
,"Geary County","Kansas",36713,34362
,"Gove County","Kansas",2727,2695
,"Graham County","Kansas",2566,2597
,"Grant County","Kansas",7816,7829
,"Gray County","Kansas",6082,6006
,"Greeley County","Kansas",1301,1247
,"Greenwood County","Kansas",6328,6689
,"Hamilton County","Kansas",2603,2690
,"Harper County","Kansas",5818,6034
,"Harvey County","Kansas",34820,34684
,"Haskell County","Kansas",4106,4256
,"Hodgeman County","Kansas",1916,1916
,"Jackson County","Kansas",13539,13462
,"Jefferson County","Kansas",18855,19126
,"Jewell County","Kansas",3043,3077
,"Johnson County","Kansas",574272,544179
,"Kearny County","Kansas",3915,3977
,"Kingman County","Kansas",7698,7858
,"Kiowa County","Kansas",2513,2553
,"Labette County","Kansas",20960,21607
,"Lane County","Kansas",1687,1750
,"Leavenworth County","Kansas",78797,76227
,"Lincoln County","Kansas",3167,3241
,"Linn County","Kansas",9502,9656
,"Logan County","Kansas",2794,2756
,"Lyon County","Kansas",33212,33690
,"McPherson County","Kansas",29241,29180
,"Marion County","Kansas",12208,12660
,"Marshall County","Kansas",10006,10117
,"Meade County","Kansas",4357,4575
,"Miami County","Kansas",32822,32787
,"Mitchell County","Kansas",6284,6373
,"Montgomery County","Kansas",34065,35471
,"Morris County","Kansas",5698,5923
,"Morton County","Kansas",3110,3233
,"Nemaha County","Kansas",10148,10178
,"Neosho County","Kansas",16416,16512
,"Ness County","Kansas",3105,3107
,"Norton County","Kansas",5560,5671
,"Osage County","Kansas",15936,16295
,"Osborne County","Kansas",3756,3858
,"Ottawa County","Kansas",6065,6091
,"Pawnee County","Kansas",6916,6973
,"Phillips County","Kansas",5533,5642
,"Pottawatomie County","Kansas",22897,21604
,"Pratt County","Kansas",9850,9656
,"Rawlins County","Kansas",2584,2519
,"Reno County","Kansas",63794,64511
,"Republic County","Kansas",4803,4980
,"Rice County","Kansas",10015,10083
,"Riley County","Kansas",75194,71115
,"Rooks County","Kansas",5155,5181
,"Rush County","Kansas",3197,3307
,"Russell County","Kansas",6956,6970
,"Saline County","Kansas",55755,55606
,"Scott County","Kansas",5080,4936
,"Sedgwick County","Kansas",508803,498365
,"Seward County","Kansas",23465,22952
,"Shawnee County","Kansas",178406,177934
,"Sheridan County","Kansas",2539,2556
,"Sherman County","Kansas",6110,6010
,"Smith County","Kansas",3769,3853
,"Stafford County","Kansas",4297,4437
,"Stanton County","Kansas",2111,2235
,"Stevens County","Kansas",5801,5724
,"Sumner County","Kansas",23528,24132
,"Thomas County","Kansas",7891,7900
,"Trego County","Kansas",2902,3001
,"Wabaunsee County","Kansas",7022,7053
,"Wallace County","Kansas",1506,1485
,"Washington County","Kansas",5598,5799
,"Wichita County","Kansas",2176,2234
,"Wilson County","Kansas",9028,9409
,"Woodson County","Kansas",3157,3309
,"Wyandotte County","Kansas",161636,157505
,"Adair County","Kentucky",19204,18656
,"Allen County","Kentucky",20384,19956
,"Anderson County","Kentucky",21888,21421
,"Ballard County","Kentucky",8240,8249
,"Barren County","Kentucky",43148,42173
,"Bath County","Kentucky",12206,11591
,"Bell County","Kentucky",27778,28691
,"Boone County","Kentucky",126413,118811
,"Bourbon County","Kentucky",19972,19985
,"Boyd County","Kentucky",48832,49542
,"Boyle County","Kentucky",29706,28432
,"Bracken County","Kentucky",8406,8488
,"Breathitt County","Kentucky",13409,13878
,"Breckinridge County","Kentucky",19888,20059
,"Bullitt County","Kentucky",77955,74319
,"Butler County","Kentucky",12875,12690
,"Caldwell County","Kentucky",12725,12984
,"Calloway County","Kentucky",38282,37191
,"Campbell County","Kentucky",91833,90336
,"Carlisle County","Kentucky",4978,5104
,"Carroll County","Kentucky",10815,10811
,"Carter County","Kentucky",27223,27720
,"Casey County","Kentucky",15891,15955
,"Christian County","Kentucky",74250,73955
,"Clark County","Kentucky",35758,35613
,"Clay County","Kentucky",21147,21730
,"Clinton County","Kentucky",10165,10272
,"Crittenden County","Kentucky",9224,9315
,"Cumberland County","Kentucky",6745,6856
,"Daviess County","Kentucky",98275,96656
,"Edmonson County","Kentucky",12013,12161
,"Elliott County","Kentucky",7672,7852
,"Estill County","Kentucky",14447,14672
,"Fayette County","Kentucky",310797,295803
,"Fleming County","Kentucky",14545,14348
,"Floyd County","Kentucky",38108,39451
,"Franklin County","Kentucky",49880,49285
,"Fulton County","Kentucky",6265,6813
,"Gallatin County","Kentucky",8589,8589
,"Garrard County","Kentucky",16858,16912
,"Grant County","Kentucky",24875,24662
,"Graves County","Kentucky",37618,37121
,"Grayson County","Kentucky",26194,25746
,"Green County","Kentucky",11043,11258
,"Greenup County","Kentucky",36308,36910
,"Hancock County","Kentucky",8753,8565
,"Hardin County","Kentucky",108266,105543
,"Harlan County","Kentucky",28163,29278
,"Harrison County","Kentucky",18592,18846
,"Hart County","Kentucky",18597,18199
,"Henderson County","Kentucky",46467,46250
,"Henry County","Kentucky",15572,15416
,"Hickman County","Kentucky",4734,4902
,"Hopkins County","Kentucky",46376,46920
,"Jackson County","Kentucky",13289,13494
,"Jefferson County","Kentucky",760026,741096
,"Jessamine County","Kentucky",50815,48586
,"Johnson County","Kentucky",23262,23356
,"Kenton County","Kentucky",163929,159720
,"Knott County","Kentucky",15892,16346
,"Knox County","Kentucky",31798,31883
,"Larue County","Kentucky",14180,14193
,"Laurel County","Kentucky",60015,58849
,"Lawrence County","Kentucky",15804,15860
,"Lee County","Kentucky",7594,7887
,"Leslie County","Kentucky",10918,11310
,"Letcher County","Kentucky",23359,24519
,"Lewis County","Kentucky",13880,13870
,"Lincoln County","Kentucky",24445,24742
,"Livingston County","Kentucky",9359,9519
,"Logan County","Kentucky",26867,26835
,"Lyon County","Kentucky",8430,8314
,"McCracken County","Kentucky",65316,65565
,"McCreary County","Kentucky",17863,18306
,"McLean County","Kentucky",9478,9531
,"Madison County","Kentucky",87340,82916
,"Magoffin County","Kentucky",12913,13333
,"Marion County","Kentucky",20007,19820
,"Marshall County","Kentucky",30953,31448
,"Martin County","Kentucky",12537,12929
,"Mason County","Kentucky",17166,17490
,"Meade County","Kentucky",29139,28602
,"Menifee County","Kentucky",6287,6306
,"Mercer County","Kentucky",21319,21331
,"Metcalfe County","Kentucky",9990,10099
,"Monroe County","Kentucky",10704,10963
,"Montgomery County","Kentucky",27474,26499
,"Morgan County","Kentucky",13303,13923
,"Muhlenberg County","Kentucky",31207,31499
,"Nelson County","Kentucky",44812,43437
,"Nicholas County","Kentucky",7041,7135
,"Ohio County","Kentucky",23977,23842
,"Oldham County","Kentucky",63490,60316
,"Owen County","Kentucky",10645,10841
,"Owsley County","Kentucky",4508,4755
,"Pendleton County","Kentucky",14493,14877
,"Perry County","Kentucky",27597,28712
,"Pike County","Kentucky",63034,65024
,"Powell County","Kentucky",12434,12613
,"Pulaski County","Kentucky",63825,63063
,"Robertson County","Kentucky",2197,2282
,"Rockcastle County","Kentucky",16826,17056
,"Rowan County","Kentucky",23655,23333
,"Russell County","Kentucky",17774,17565
,"Scott County","Kentucky",51284,47173
,"Shelby County","Kentucky",44875,42074
,"Simpson County","Kentucky",17826,17327
,"Spencer County","Kentucky",17668,17061
,"Taylor County","Kentucky",25257,24512
,"Todd County","Kentucky",12520,12460
,"Trigg County","Kentucky",14142,14339
,"Trimble County","Kentucky",8786,8809
,"Union County","Kentucky",15165,15007
,"Warren County","Kentucky",120460,113792
,"Washington County","Kentucky",11959,11717
,"Wayne County","Kentucky",20486,20813
,"Webster County","Kentucky",13236,13621
,"Whitley County","Kentucky",35503,35637
,"Wolfe County","Kentucky",7214,7355
,"Woodford County","Kentucky",25563,24939
,"Acadia Parish","Louisiana",62486,61773
,"Allen Parish","Louisiana",25713,25764
,"Ascension Parish","Louisiana",117029,107215
,"Assumption Parish","Louisiana",23034,23421
,"Avoyelles Parish","Louisiana",41145,42073
,"Beauregard Parish","Louisiana",36198,35654
,"Bienville Parish","Louisiana",13885,14353
,"Bossier Parish","Louisiana",125064,116979
,"Caddo Parish","Louisiana",252603,254969
,"Calcasieu Parish","Louisiana",197204,192768
,"Caldwell Parish","Louisiana",9894,10132
,"Cameron Parish","Louisiana",6679,6839
,"Catahoula Parish","Louisiana",10151,10407
,"Claiborne Parish","Louisiana",16412,17195
,"Concordia Parish","Louisiana",20466,20822
,"De Soto Parish","Louisiana",27142,26656
,"East Baton Rouge Parish","Louisiana",446042,440171
,"East Carroll Parish","Louisiana",7487,7759
,"East Feliciana Parish","Louisiana",19813,20267
,"Evangeline Parish","Louisiana",33700,33984
,"Franklin Parish","Louisiana",20441,20767
,"Grant Parish","Louisiana",22384,22309
,"Iberia Parish","Louisiana",73913,73240
,"Iberville Parish","Louisiana",33327,33387
,"Jackson Parish","Louisiana",15994,16274
,"Jefferson Parish","Louisiana",435716,432552
,"Jefferson Davis Parish","Louisiana",31477,31594
,"Lafayette Parish","Louisiana",235644,221578
,"Lafourche Parish","Louisiana",98020,96318
,"LaSalle Parish","Louisiana",14839,14890
,"Lincoln Parish","Louisiana",47617,46735
,"Livingston Parish","Louisiana",135751,128026
,"Madison Parish","Louisiana",11843,12093
,"Morehouse Parish","Louisiana",26760,27979
,"Natchitoches Parish","Louisiana",39166,39566
,"Orleans Parish","Louisiana",384320,343829
,"Ouachita Parish","Louisiana",156325,153720
,"Plaquemines Parish","Louisiana",23447,23042
,"Pointe Coupee Parish","Louisiana",22406,22802
,"Rapides Parish","Louisiana",132488,131613
,"Red River Parish","Louisiana",8669,9091
,"Richland Parish","Louisiana",20740,20725
,"Sabine Parish","Louisiana",24199,24233
,"St. Bernard Parish","Louisiana",44409,35897
,"St. Charles Parish","Louisiana",52745,52780
,"St. Helena Parish","Louisiana",10619,11203
,"St. James Parish","Louisiana",21638,22102
,"St. John the Baptist Parish","Louisiana",43745,45924
,"St. Landry Parish","Louisiana",83709,83384
,"St. Martin Parish","Louisiana",53315,52160
,"St. Mary Parish","Louisiana",53162,54650
,"St. Tammany Parish","Louisiana",245829,233740
,"Tangipahoa Parish","Louisiana",127049,121097
,"Tensas Parish","Louisiana",4830,5252
,"Terrebonne Parish","Louisiana",113328,111860
,"Union Parish","Louisiana",22539,22721
,"Vermilion Parish","Louisiana",59616,57999
,"Vernon Parish","Louisiana",52132,52334
,"Washington Parish","Louisiana",46286,47168
,"Webster Parish","Louisiana",40333,41207
,"West Baton Rouge Parish","Louisiana",25085,23788
,"West Carroll Parish","Louisiana",11525,11604
,"West Feliciana Parish","Louisiana",15406,15625
,"Winn Parish","Louisiana",14743,15313
,"Androscoggin County","Maine",107440,107702
,"Aroostook County","Maine",69447,71870
,"Cumberland County","Maine",287797,281674
,"Franklin County","Maine",30296,30768
,"Hancock County","Maine",54696,54418
,"Kennebec County","Maine",121112,122151
,"Knox County","Maine",39676,39736
,"Lincoln County","Maine",34170,34457
,"Oxford County","Maine",57238,57833
,"Penobscot County","Maine",153414,153923
,"Piscataquis County","Maine",17026,17535
,"Sagadahoc County","Maine",35045,35293
,"Somerset County","Maine",51163,52228
,"Waldo County","Maine",39051,38786
,"Washington County","Maine",31808,32856
,"York County","Maine",200710,197131
,"Allegany County","Maryland",72952,75087
,"Anne Arundel County","Maryland",560133,537656
,"Baltimore County","Maryland",826925,805029
,"Calvert County","Maryland",90613,88737
,"Caroline County","Maryland",32538,33066
,"Carroll County","Maryland",167830,167134
,"Cecil County","Maryland",102383,101108
,"Charles County","Maryland",154747,146551
,"Dorchester County","Maryland",32578,32618
,"Frederick County","Maryland",243675,233385
,"Garrett County","Maryland",29679,30097
,"Harford County","Maryland",250105,244826
,"Howard County","Maryland",309284,287085
,"Kent County","Maryland",19820,20197
,"Montgomery County","Maryland",1030447,971777
,"Prince George's County","Maryland",904430,863420
,"Queen Anne's County","Maryland",48804,47798
,"St. Mary's County","Maryland",110382,105151
,"Somerset County","Maryland",25859,26470
,"Talbot County","Maryland",37643,37782
,"Washington County","Maryland",149573,147430
,"Wicomico County","Maryland",101539,98733
,"Worcester County","Maryland",51675,51454
,"Baltimore city","Maryland",622793,620961
,"Barnstable County","Massachusetts",214914,215888
,"Berkshire County","Massachusetts",128715,131219
,"Bristol County","Massachusetts",554194,548285
,"Dukes County","Massachusetts",17356,16535
,"Essex County","Massachusetts",769091,743159
,"Franklin County","Massachusetts",70862,71372
,"Hampden County","Massachusetts",468161,463490
,"Hampshire County","Massachusetts",160939,158080
,"Middlesex County","Massachusetts",1570315,1503085
,"Nantucket County","Massachusetts",10856,10172
,"Norfolk County","Massachusetts",692254,670850
,"Plymouth County","Massachusetts",507022,494919
,"Suffolk County","Massachusetts",767254,722023
,"Worcester County","Massachusetts",813475,798552
,"Alcona County","Michigan",10454,10942
,"Alger County","Michigan",9459,9601
,"Allegan County","Michigan",113847,111408
,"Alpena County","Michigan",28988,29598
,"Antrim County","Michigan",23267,23580
,"Arenac County","Michigan",15353,15899
,"Baraga County","Michigan",8654,8860
,"Barry County","Michigan",59281,59173
,"Bay County","Michigan",106179,107771
,"Benzie County","Michigan",17519,17525
,"Berrien County","Michigan",155233,156813
,"Branch County","Michigan",43545,45248
,"Calhoun County","Michigan",134878,136146
,"Cass County","Michigan",51608,52293
,"Charlevoix County","Michigan",26121,25949
,"Cheboygan County","Michigan",25675,26152
,"Chippewa County","Michigan",38321,38520
,"Clare County","Michigan",30652,30926
,"Clinton County","Michigan",77297,75382
,"Crawford County","Michigan",13745,14074
,"Delta County","Michigan",36559,37069
,"Dickinson County","Michigan",25957,26168
,"Eaton County","Michigan",108579,107759
,"Emmet County","Michigan",33204,32694
,"Genesee County","Michigan",412895,425790
,"Gladwin County","Michigan",25411,25692
,"Gogebic County","Michigan",15737,16427
,"Grand Traverse County","Michigan",90782,86986
,"Gratiot County","Michigan",41665,42476
,"Hillsdale County","Michigan",45830,46688
,"Houghton County","Michigan",36495,36628
,"Huron County","Michigan",32065,33118
,"Ingham County","Michigan",284582,280895
,"Ionia County","Michigan",64294,63905
,"Iosco County","Michigan",25420,25887
,"Iron County","Michigan",11387,11817
,"Isabella County","Michigan",70616,70311
,"Jackson County","Michigan",159741,160248
,"Kalamazoo County","Michigan",258818,250331
,"Kalkaska County","Michigan",17394,17153
,"Kent County","Michigan",629237,602622
,"Keweenaw County","Michigan",2217,2156
,"Lake County","Michigan",11341,11539
,"Lapeer County","Michigan",88153,88319
,"Leelanau County","Michigan",21915,21708
,"Lenawee County","Michigan",99047,99892
,"Livingston County","Michigan",185596,180967
,"Luce County","Michigan",6426,6631
,"Mackinac County","Michigan",11042,11113
,"Macomb County","Michigan",860112,840978
,"Manistee County","Michigan",24420,24733
,"Marquette County","Michigan",67676,67077
,"Mason County","Michigan",28824,28705
,"Mecosta County","Michigan",43186,42798
,"Menominee County","Michigan",23714,24029
,"Midland County","Michigan",83427,83629
,"Missaukee County","Michigan",15037,14849
,"Monroe County","Michigan",149824,152021
,"Montcalm County","Michigan",62893,63342
,"Montmorency County","Michigan",9300,9765
,"Muskegon County","Michigan",172344,172188
,"Newaygo County","Michigan",47900,48460
,"Oakland County","Michigan",1237868,1202362
,"Oceana County","Michigan",26221,26570
,"Ogemaw County","Michigan",21039,21699
,"Ontonagon County","Michigan",6172,6780
,"Osceola County","Michigan",23169,23528
,"Oscoda County","Michigan",8371,8640
,"Otsego County","Michigan",24158,24164
,"Ottawa County","Michigan",276292,263801
,"Presque Isle County","Michigan",13004,13376
,"Roscommon County","Michigan",23955,24449
,"Saginaw County","Michigan",195012,200169
,"St. Clair County","Michigan",160078,163040
,"St. Joseph County","Michigan",60946,61295
,"Sanilac County","Michigan",41587,43114
,"Schoolcraft County","Michigan",8171,8485
,"Shiawassee County","Michigan",68933,70648
,"Tuscola County","Michigan",54000,55729
,"Van Buren County","Michigan",75199,76258
,"Washtenaw County","Michigan",356874,344791
,"Wayne County","Michigan",1764804,1820584
,"Wexford County","Michigan",32886,32735
,"Aitkin County","Minnesota",15771,16202
,"Anoka County","Minnesota",341864,330844
,"Becker County","Minnesota",33259,32504
,"Beltrami County","Minnesota",45664,44442
,"Benton County","Minnesota",39506,38451
,"Big Stone County","Minnesota",5127,5269
,"Blue Earth County","Minnesota",65385,64013
,"Brown County","Minnesota",25292,25893
,"Carlton County","Minnesota",35571,35386
,"Carver County","Minnesota",97338,91042
,"Cass County","Minnesota",28559,28567
,"Chippewa County","Minnesota",12110,12441
,"Chisago County","Minnesota",54025,53887
,"Clay County","Minnesota",61286,58999
,"Clearwater County","Minnesota",8791,8695
,"Cook County","Minnesota",5233,5176
,"Cottonwood County","Minnesota",11633,11687
,"Crow Wing County","Minnesota",63265,62500
,"Dakota County","Minnesota",412529,398552
,"Dodge County","Minnesota",20353,20087
,"Douglas County","Minnesota",36790,36009
,"Faribault County","Minnesota",14192,14553
,"Fillmore County","Minnesota",20776,20866
,"Freeborn County","Minnesota",30840,31255
,"Goodhue County","Minnesota",46423,46183
,"Grant County","Minnesota",5956,6018
,"Hennepin County","Minnesota",1212064,1152425
,"Houston County","Minnesota",18738,19027
,"Hubbard County","Minnesota",20573,20428
,"Isanti County","Minnesota",38413,37816
,"Itasca County","Minnesota",45589,45058
,"Jackson County","Minnesota",10269,10266
,"Kanabec County","Minnesota",15930,16239
,"Kandiyohi County","Minnesota",42285,42239
,"Kittson County","Minnesota",4435,4552
,"Koochiching County","Minnesota",12856,13311
,"Lac qui Parle County","Minnesota",6891,7259
,"Lake County","Minnesota",10680,10866
,"Lake of the Woods County","Minnesota",3918,4045
,"Le Sueur County","Minnesota",27770,27703
,"Lincoln County","Minnesota",5788,5896
,"Lyon County","Minnesota",25665,25857
,"McLeod County","Minnesota",35882,36651
,"Mahnomen County","Minnesota",5505,5413
,"Marshall County","Minnesota",9417,9439
,"Martin County","Minnesota",20220,20840
,"Meeker County","Minnesota",23107,23300
,"Mille Lacs County","Minnesota",25884,26097
,"Morrison County","Minnesota",32810,33198
,"Mower County","Minnesota",39323,39163
,"Murray County","Minnesota",8470,8725
,"Nicollet County","Minnesota",33093,32727
,"Nobles County","Minnesota",21590,21378
,"Norman County","Minnesota",6639,6852
,"Olmsted County","Minnesota",150287,144248
,"Otter Tail County","Minnesota",57635,57303
,"Pennington County","Minnesota",14058,13930
,"Pine County","Minnesota",29095,29750
,"Pipestone County","Minnesota",9281,9596
,"Polk County","Minnesota",31704,31600
,"Pope County","Minnesota",10984,10995
,"Ramsey County","Minnesota",532655,508640
,"Red Lake County","Minnesota",4043,4089
,"Redwood County","Minnesota",15515,16059
,"Renville County","Minnesota",15025,15730
,"Rice County","Minnesota",65151,64142
,"Rock County","Minnesota",9553,9687
,"Roseau County","Minnesota",15679,15629
,"St. Louis County","Minnesota",200949,200226
,"Scott County","Minnesota",139672,129928
,"Sherburne County","Minnesota",91126,88499
,"Sibley County","Minnesota",14918,15226
,"Stearns County","Minnesota",152912,150642
,"Steele County","Minnesota",36573,36576
,"Stevens County","Minnesota",9800,9726
,"Swift County","Minnesota",9436,9783
,"Todd County","Minnesota",24264,24895
,"Traverse County","Minnesota",3387,3558
,"Wabasha County","Minnesota",21362,21676
,"Wadena County","Minnesota",13757,13843
,"Waseca County","Minnesota",19025,19136
,"Washington County","Minnesota",249283,238136
,"Watonwan County","Minnesota",11083,11211
,"Wilkin County","Minnesota",6495,6576
,"Winona County","Minnesota",51097,51461
,"Wright County","Minnesota",129918,124700
,"Yellow Medicine County","Minnesota",10109,10438
,"Adams County","Mississippi",31737,32297
,"Alcorn County","Mississippi",37380,37057
,"Amite County","Mississippi",12629,13131
,"Attala County","Mississippi",19163,19564
,"Benton County","Mississippi",8296,8729
,"Bolivar County","Mississippi",33768,34145
,"Calhoun County","Mississippi",14745,14962
,"Carroll County","Mississippi",10254,10597
,"Chickasaw County","Mississippi",17313,17392
,"Choctaw County","Mississippi",8294,8547
,"Claiborne County","Mississippi",9080,9604
,"Clarke County","Mississippi",16299,16732
,"Clay County","Mississippi",20225,20634
,"Coahoma County","Mississippi",24807,26151
,"Copiah County","Mississippi",28797,29449
,"Covington County","Mississippi",19442,19568
,"DeSoto County","Mississippi",170913,161252
,"Forrest County","Mississippi",76330,74934
,"Franklin County","Mississippi",7833,8118
,"George County","Mississippi",23303,22578
,"Greene County","Mississippi",14326,14400
,"Grenada County","Mississippi",21666,21906
,"Hancock County","Mississippi",45949,43929
,"Harrison County","Mississippi",199058,187105
,"Hinds County","Mississippi",243729,245285
,"Holmes County","Mississippi",18459,19198
,"Humphreys County","Mississippi",8741,9375
,"Issaquena County","Mississippi",1397,1406
,"Itawamba County","Mississippi",23527,23401
,"Jackson County","Mississippi",141137,139668
,"Jasper County","Mississippi",16601,17062
,"Jefferson County","Mississippi",7599,7726
,"Jefferson Davis County","Mississippi",11822,12487
,"Jones County","Mississippi",68290,67761
,"Kemper County","Mississippi",10163,10456
,"Lafayette County","Mississippi",52930,47351
,"Lamar County","Mississippi",60099,55658
