"Cotton Valley","Webster Parish","Louisiana",980,1009,1189,1130,1445,1261,1145,1188,0,1133,0,0,0,0,0,0,0,0,0,0,0,0
"Cottonport","Avoyelles Parish","Louisiana",1956,2006,2316,2600,1911,1862,1581,1534,1196,1015,720,866,505,0,0,0,0,0,0,0,0,0
"Coushatta","Red River Parish","Louisiana",1869,1964,2299,1845,2084,1492,1663,1788,1289,959,962,564,600,619,488,0,0,0,0,0,0,0
"Covington","St. Tammany Parish","Louisiana",9686,8765,8483,7691,7892,7170,6754,5113,4123,3208,2942,2601,1205,976,567,585,0,0,0,0,0,0
"Creola","Grant Parish","Louisiana",210,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crowley","Acadia Parish","Louisiana",13189,13265,14225,13983,16036,16104,15617,12784,9523,7656,6108,5099,4214,420,0,0,0,0,0,0,0,0
"Cullen","Webster Parish","Louisiana",1134,1163,1296,1642,1869,1956,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Delcambre","Iberia/Vermilion Parish","Louisiana",1859,1866,2168,1978,2216,1975,1857,1463,1255,640,443,308,0,0,0,0,0,0,0,0,0,0
"Delhi","Richland Parish","Louisiana",2941,2919,3066,3169,3290,2887,2514,1861,1192,1043,980,685,507,620,315,186,0,0,0,0,0,0
"Delta","Madison Parish","Louisiana",270,284,239,234,295,153,111,150,183,0,0,0,0,320,399,0,0,0,0,0,0,0
"Denham Springs","Livingston Parish","Louisiana",10097,10215,8757,8381,8563,6752,5991,2053,1233,1002,500,574,0,0,0,0,0,0,0,0,0,0
"DeQuincy","Calcasieu Parish","Louisiana",3174,3235,3398,3474,3966,3448,3928,3837,3252,3589,1823,715,0,0,0,0,0,0,0,0,0,0
"DeRidder","Beauregard/Vernon Parish","Louisiana",10799,10578,9808,9868,10337,8030,7188,5799,3750,3747,3535,2100,0,0,0,0,0,0,0,0,0,0
"Dixie Inn","Webster Parish","Louisiana",266,273,352,347,453,456,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dodson","Winn Parish","Louisiana",323,337,357,350,469,457,512,375,442,436,410,845,0,0,0,0,0,0,0,0,0,0
"Donaldsonville","Ascension Parish","Louisiana",7635,7436,7605,7949,7901,7367,6082,4150,3889,3788,3745,4090,4105,3121,2600,1573,1475,0,0,0,0,0
"Downsville","Lincoln/Union Parish","Louisiana",139,141,118,101,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Doyline","Webster Parish","Louisiana",800,818,841,884,801,716,1061,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dry Prong","Grant Parish","Louisiana",439,436,421,380,526,352,360,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dubach","Lincoln Parish","Louisiana",977,961,800,843,1161,1096,1013,703,749,608,726,714,0,0,0,0,0,0,0,0,0,0
"Dubberly","Webster Parish","Louisiana",266,273,290,253,421,212,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duson","Acadia/Lafayette Parish","Louisiana",1774,1716,1672,1465,1253,1199,1033,707,463,396,192,120,0,0,0,0,0,0,0,0,0,0
"East Hodge","Jackson Parish","Louisiana",281,289,366,421,439,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edgefield","Red River Parish","Louisiana",207,218,190,207,312,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elizabeth","Allen Parish","Louisiana",555,532,574,414,454,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elton","Jefferson Davis Parish","Louisiana",1129,1128,1261,1277,1450,1598,1595,1434,901,742,995,0,0,0,0,0,0,0,0,0,0,0
"Epps","West Carroll Parish","Louisiana",848,854,1153,541,672,448,411,308,391,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erath","Vermilion Parish","Louisiana",2110,2114,2187,2428,2259,2024,2019,1514,1408,895,713,575,215,0,0,0,0,0,0,0,0,0
"Eros","Jackson Parish","Louisiana",151,155,202,177,158,164,176,195,289,203,1184,898,0,0,0,0,0,0,0,0,0,0
"Estherwood","Acadia Parish","Louisiana",939,889,807,745,691,661,639,547,539,572,571,544,0,0,0,0,0,0,0,0,0,0
"Eunice","Acadia/St. Landry Parish","Louisiana",10330,10398,11499,11162,12479,11390,11326,8184,5242,3597,3272,1684,316,0,0,0,0,0,0,0,0,0
"Evergreen","Avoyelles Parish","Louisiana",302,310,314,283,272,307,325,382,384,298,262,299,322,0,297,0,0,0,0,0,0,0
"Farmerville","Union Parish","Louisiana",3881,3860,3808,3334,3768,3416,2727,2173,1428,1137,632,598,458,472,712,272,0,0,0,0,0,0
"Fenton","Jefferson Davis Parish","Louisiana",374,379,380,265,491,404,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ferriday","Concordia Parish","Louisiana",3440,3511,3723,4111,4472,5239,4563,3847,2857,2502,1044,577,0,0,0,0,0,0,0,0,0,0
"Fisher","Sabine Parish","Louisiana",228,230,268,277,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Florien","Sabine Parish","Louisiana",630,633,692,626,964,639,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Folsom","St. Tammany Parish","Louisiana",755,716,525,469,319,249,225,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fordoche","Pointe Coupee Parish","Louisiana",910,928,933,869,676,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Forest","West Carroll Parish","Louisiana",350,355,275,263,299,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Forest Hill","Rapides Parish","Louisiana",801,818,456,408,494,370,302,365,302,304,0,0,0,0,0,0,0,0,0,0,0,0
"Franklin","St. Mary Parish","Louisiana",7368,7660,8354,9004,9584,9325,8673,6144,4274,3271,3504,3857,2692,2127,1702,1265,0,891,0,0,0,0
"Franklinton","Washington Parish","Louisiana",3776,3857,3657,4007,4119,3562,3141,2342,1579,963,964,814,236,97,0,121,143,0,0,0,0,0
"French Settlement","Livingston Parish","Louisiana",1112,1116,945,829,761,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Georgetown","Grant Parish","Louisiana",327,327,301,273,381,306,321,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gibsland","Bienville Parish","Louisiana",953,979,1119,1224,1354,1380,1150,1085,1023,1090,798,1065,558,0,0,0,0,0,0,0,0,0
"Gilbert","Franklin Parish","Louisiana",568,521,561,704,800,746,472,452,428,496,442,0,0,0,0,0,0,0,0,0,0,0
"Gilliam","Caddo Parish","Louisiana",161,164,178,202,244,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glenmora","Rapides Parish","Louisiana",1328,1342,1558,1686,1479,1651,1447,1556,1452,1876,2298,0,0,0,0,0,0,0,0,0,0,0
"Golden Meadow","Lafourche Parish","Louisiana",2076,2101,2193,2049,2282,2681,3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goldonna","Natchitoches Parish","Louisiana",425,430,457,417,526,337,292,364,256,260,0,0,0,0,0,0,0,0,0,0,0,0
"Gonzales","Ascension Parish","Louisiana",10457,9781,8156,7003,7287,4512,3252,1642,857,462,0,0,0,0,0,0,0,0,0,0,0,0
