"Lavaca","Sebastian County",2380,2289,1825,1253,1092,532,392,373,340,319,0,0,0,0,0,0,0,0
"Leachville","Mississippi County",1890,1993,1981,1743,1882,1582,1507,1230,1076,1157,0,0,0,0,0,0,0,0
"Lead Hill","Boone County",274,271,287,283,247,143,102,110,194,268,218,0,0,333,253,0,0,0
"Leola","Grant County",504,501,515,476,481,390,321,313,412,379,482,398,0,0,0,0,0,0
"Lepanto","Poinsett County",1853,1893,2133,2033,1964,1846,1157,1683,1198,1195,986,154,0,0,0,0,0,0
"Leslie","Searcy County",418,441,482,446,501,563,506,610,779,657,1472,1898,0,0,0,0,0,0
"Letona","White County",254,255,201,218,231,191,141,164,186,185,252,0,0,0,0,0,0,0
"Lewisville","Lafayette County",1201,1280,1285,1424,1476,1653,1373,1237,1314,1061,1067,975,548,500,301,0,0,0
"Lexa","Phillips County",261,286,331,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lincoln","Washington County",2413,2249,1752,1460,1422,1023,820,771,720,687,534,292,0,0,0,0,0,0
"Little Flock","Benton County",2717,2585,2585,944,663,0,0,0,0,0,0,0,0,0,0,0,0,0
"Little Rock","Pulaski County",197706,193524,183133,175975,159151,132483,107813,102213,88039,81679,65142,45941,38307,25874,13138,12380,3727,2167
"Lockesburg","Sevier County",749,739,711,608,616,620,511,714,764,747,794,748,550,451,256,0,0,0
"London","Pope County",1048,1039,925,825,859,539,282,353,418,355,386,303,268,0,82,0,0,0
"Lonoke","Lonoke County",4260,4245,4287,4022,4128,3140,2359,1556,1715,1674,1711,1547,951,858,659,0,0,0
"Lonsdale","Garland County",95,94,127,127,117,104,95,91,119,153,166,0,0,0,0,0,0,0
"Louann","Ouachita County",156,164,195,158,282,245,261,291,492,910,0,0,0,0,0,0,0,0
"Lowell","Benton County",8334,7327,5013,1224,1078,653,277,341,271,262,227,193,0,0,0,0,0,0
"Luxora","Mississippi County",1117,1178,1317,1338,1739,1566,1236,1302,1258,1074,1179,677,943,0,0,0,0,0
"Lynn","Lawrence County",280,288,315,299,345,274,0,0,0,0,0,0,0,0,0,0,0,0
"Madison","St. Francis County",717,769,987,1263,1238,984,750,718,838,634,670,0,0,0,145,0,0,0
"Magazine","Logan County",835,847,915,799,799,677,463,503,385,560,772,968,897,183,478,0,0,0
"Magness","Independence County",203,202,191,158,196,139,140,229,226,179,199,216,0,0,0,0,0,0
"Magnet Cove","Hot Spring County",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Magnolia","Columbia County",11489,11577,10858,11151,11909,11303,10651,6918,4326,3008,2158,2045,1614,1486,536,259,424,0
"Malvern","Hot Spring County",10826,10318,9021,9256,10163,8739,9566,8072,5290,5115,3364,2778,1582,1520,0,0,0,0
"Mammoth Spring","Fulton County",963,977,1147,1097,1158,1072,825,870,666,600,700,817,717,0,0,0,0,0
"Manila","Mississippi County",3261,3342,3055,2635,2553,1961,1753,1729,1248,1226,971,562,0,0,0,0,0,0
"Mansfield","Split (Scott/Sebastian)",1105,1139,1097,1018,1000,981,881,869,1002,919,923,816,368,243,0,0,0,0
"Marianna","Lee County",3872,4115,5181,5910,6220,6196,5134,4530,4449,4314,5074,4810,1707,1126,627,0,0,0
"Marie","Mississippi County",80,84,108,129,287,72,0,0,0,0,0,0,0,0,0,0,0,0
"Marion","Crittenden County",12321,12345,8901,4391,2996,1431,881,883,758,0,0,0,0,0,199,0,0,0
"Marked Tree","Poinsett County",2525,2566,2800,3100,3201,3229,3216,2878,2685,2276,1318,2026,352,0,0,0,0,0
"Marmaduke","Greene County",1206,1111,1158,1164,1168,821,657,643,677,894,861,780,0,0,0,0,0,0
"Marshall","Searcy County",1313,1355,1313,1318,1595,1397,1095,1189,822,638,749,558,260,278,160,0,0,0
"Marvell","Phillips County",1074,1186,1395,1545,1724,1980,1690,1121,830,624,781,556,391,0,177,0,0,0
"Maumelle","Pulaski County",17804,17163,10557,6714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mayflower","Faulkner County",2345,2234,1631,1415,1381,469,355,293,165,188,0,0,0,0,0,0,0,0
"Maynard","Randolph County",422,426,381,354,381,224,201,216,266,259,210,295,358,0,0,0,0,0
"McCaskill","Hempstead County",95,96,84,75,87,58,62,122,236,170,0,0,0,0,0,0,0,0
"McCrory","Columbia County",1642,1729,1850,1971,1942,1378,1053,1115,1010,924,687,637,225,299,0,0,0,0
"McDougal","White County",175,186,195,208,239,328,200,0,0,0,0,0,0,0,0,0,0,0
"McGehee","St. Francis County",4024,4219,4570,4997,5671,4683,4448,3854,3663,3488,2368,1157,0,0,0,0,0,0
"McNab","Logan County",67,68,37,95,0,0,0,0,0,223,147,271,0,0,0,0,0,0
"McNeil","Independence County",496,516,662,686,725,684,746,597,694,460,448,482,260,294,0,0,0,0
"McRae","White County",679,682,661,669,641,643,428,414,420,458,467,0,0,0,0,0,0,0
"Melbourne","Izard County",1791,1848,1673,1562,1619,1043,571,568,567,380,295,282,256,209,149,0,0,0
"Mena","Polk County",5660,5737,5637,5475,5154,4530,4388,4445,3510,3118,3441,3953,3423,0,0,0,0,0
"Menifee","Conway County",299,302,311,355,368,251,0,0,0,0,0,0,0,0,0,0,0,0
"Midland","Sebastian County",320,325,253,220,286,294,261,356,560,373,787,639,0,0,0,0,0,0
"Midway","Baxter County",389,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mineral Springs","Howard County",1178,1208,1264,1004,936,761,616,751,731,712,777,432,278,0,546,0,0,0
"Minturn","Lawrence County",104,109,114,124,169,97,61,138,133,189,278,251,0,0,49,0,0,0
"Mitchellville","Desha County",339,360,497,513,618,494,0,0,0,0,0,0,0,0,0,0,0,0
"Monette","Craighead County",1523,1501,1179,1115,1165,1076,981,1114,1074,1111,1066,559,0,0,0,0,0,0
"Monticello","Drew County",9696,9467,9146,8116,8259,5085,4412,4501,3650,3076,2378,2274,1579,1285,891,0,0,0
"Montrose","Ashley County",337,354,526,528,641,558,399,344,343,431,404,0,0,0,0,0,0,0
"Moorefield","Independence County",137,137,160,160,129,127,0,0,0,0,0,0,0,0,0,0,0,0
"Moro","Lee County",202,216,241,287,327,489,182,189,278,187,265,0,0,0,51,0,0,0
"Morrilton","Conway County",6748,6767,6550,6551,7355,6814,5997,5483,4608,4043,3010,2424,1707,1644,770,0,0,0
"Morrison Bluff","Logan County",63,64,74,84,69,49,0,0,0,0,0,0,0,0,0,0,0,0
"Mount Ida","Montgomery County",1037,1076,981,775,1023,819,564,566,490,512,298,0,0,0,0,0,0,0
"Mount Pleasant","Izard County",405,414,401,422,438,346,0,0,0,0,0,0,0,0,0,0,0,0
"Mount Vernon","Faulkner County",148,145,144,192,157,0,0,0,0,0,0,0,0,0,161,0,0,0
"Mountain Home","Baxter County",12278,12448,11012,9027,8066,3936,2105,2217,927,585,492,446,363,242,137,0,0,0
"Mountain Pine","Garland County",781,770,772,866,1068,1127,1279,1155,0,0,0,0,0,0,0,0,0,0
"Mountain View","Stone County",2839,2748,2876,2439,2147,1866,983,1043,745,458,342,272,226,0,99,0,0,0
"Mountainburg","Crawford County",620,631,682,488,595,524,402,405,185,213,0,0,0,0,0,0,0,0
"Mulberry","Crawford County",1625,1655,1627,1448,1444,1340,934,952,973,895,1095,722,361,321,0,0,0,0
"Murfreesboro","Pike County",1607,1641,1764,1542,1883,1350,1096,1079,835,733,730,516,200,159,84,0,0,0
"Nashville","Howard County",4548,4627,4878,4639,4554,4016,3579,3548,2782,2469,2144,2374,928,810,172,0,0,0
"Newark","Independence County",1180,1176,1219,1159,1128,849,728,913,802,897,906,595,315,0,0,0,0,0
"Newport","Jackson County",7783,7879,7811,7459,8339,7725,7007,6254,4301,4547,3771,3557,2866,1571,683,0,0,0
"Nimmons","Clay County",65,69,100,96,112,135,154,199,217,193,297,0,0,0,0,0,0,0
"Norfork","Baxter County",498,511,484,394,399,266,283,431,304,247,224,0,0,0,0,0,0,0
"Norman town (Womble)","Montgomery County",364,378,423,382,539,505,482,401,512,478,420,552,0,0,0,0,0,0
"Norphlet","Union County",826,844,822,706,756,755,459,653,695,1063,0,0,0,0,0,0,0,0
"North Little Rock","Pulaski County",66810,62304,60433,61741,64388,60040,58032,44097,21137,19418,14048,11138,0,0,0,0,0,0
"O'Kean","Randolph County",189,194,201,250,291,244,137,165,138,184,205,0,0,0,0,0,0,0
"Oak Grove Heights","Greene County",963,889,727,513,486,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oak Grove","Carroll County",373,369,376,231,265,236,151,0,0,0,0,0,0,0,0,0,0,0
"Oakhaven","Hempstead County",62,63,54,35,72,83,87,81,0,0,0,0,0,0,0,0,0,0
"Oden","Montgomery County",222,232,220,126,186,141,90,133,102,0,0,0,0,0,0,0,0,0
"Ogden","Little River County",172,180,214,264,334,286,282,296,225,305,0,397,0,0,0,0,0,0
"Oil Trough","Independence County",261,260,218,208,280,524,237,0,0,0,0,0,0,0,0,0,0,0
"Okolona","Clark County",143,147,160,113,200,233,344,458,525,460,492,399,0,0,0,0,0,0
"Ola","Yell County",1262,1281,1204,1090,1121,1029,805,880,839,648,655,516,0,0,0,0,0,0
"Omaha","Boone County",171,169,165,207,191,160,195,91,146,0,0,0,0,0,38,0,0,0
"Oppelo","Conway County",772,781,725,643,486,147,0,0,0,0,0,0,0,0,0,0,0,0
"Osceola","Mississippi County",7320,7757,8875,8930,8881,7892,6189,5006,3226,2573,1755,1769,953,458,317,0,0,0
"Oxford","Izard County",652,670,642,562,520,271,191,79,0,0,0,0,0,0,0,0,0,0
"Ozan","Hempstead County",84,85,81,69,111,134,95,124,133,124,155,129,118,91,0,0,0,0
"Ozark","Franklin County",3614,3684,3525,3330,3621,2592,1965,1757,1402,1564,1262,1146,848,862,824,210,0,82
"Palestine","St. Francis County",633,681,741,711,976,755,532,420,345,209,297,173,196,163,0,0,0,0
"Pangburn","White County",598,601,654,630,673,654,489,669,595,634,706,0,0,0,0,0,0,0
"Paragould","Greene County",27465,26113,22017,18540,15248,10639,9947,9668,7079,5966,6306,5248,3324,1666,0,0,0,0
"Paris","Logan County",3473,3532,3707,3674,3991,3646,3007,3731,3430,3234,1740,1497,836,547,0,0,0,0
"Parkdale","Ashley County",266,277,377,393,471,459,448,385,278,371,284,383,0,0,0,0,0,0
"Parkin","Cross County",1055,1105,1602,1847,2035,1731,1489,1414,1412,1676,1378,0,0,0,0,0,0,0
"Patmos","Hempstead County",63,64,61,32,88,77,0,0,0,0,0,0,0,0,0,0,0,0
"Patterson","Woodruff County",423,452,467,445,567,417,324,357,284,276,261,0,0,0,0,0,0,0
"Pea Ridge","Benton County",5117,4794,2346,1620,1488,1088,380,268,72,0,0,0,0,0,0,0,0,0
"Peach Orchard","Clay County",127,135,195,197,243,256,348,327,374,361,484,0,0,0,0,0,0,0
"Perla","Hot Spring County",241,241,115,145,149,227,0,0,0,0,0,0,0,0,0,0,0,0
"Perry","Perry County",268,270,314,228,254,218,224,284,377,387,540,0,0,0,0,0,0,0
"Perrytown","Hempstead County",268,272,255,248,282,148,0,0,0,0,0,0,0,0,0,0,0,0
"Perryville","Perry County",1439,1460,1458,1141,1058,815,719,674,577,341,665,355,300,310,256,0,0,0
"Piggott","Clay County",3659,3849,3894,3777,3762,3087,2776,2558,2034,1885,2016,1150,597,0,0,0,0,0
"Pindall","Searcy County",106,112,95,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pine Bluff","Jefferson County",45332,49083,55085,57140,56636,57389,44037,37162,21290,20760,19280,15102,11496,9952,3203,2081,1396,460
"Pineville","Izard County",231,238,246,220,163,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plainview","Yell County",605,608,755,685,752,677,548,637,704,654,990,853,0,0,0,0,0,0
"Pleasant Plains","Independence County",349,349,267,256,267,162,112,153,156,135,116,151,0,0,0,0,0,0
"Plumerville","Conway County",810,826,854,832,785,724,586,550,541,613,702,495,296,214,135,0,0,0
"Pocahontas","Randolph County",6474,6608,6518,6151,5995,4544,3665,3840,3028,1896,1806,1547,967,507,325,0,0,0
"Pollard","Clay County",208,222,240,229,298,253,170,165,169,173,0,0,0,0,0,0,0,0
"Portia","Lawrence County",425,437,483,521,480,381,333,349,393,416,519,367,400,571,0,0,0,0
"Portland","Ashley County",413,430,552,560,701,662,566,517,518,543,618,823,426,0,19,0,0,0
"Pottsville","Pope County",3066,2838,1271,984,564,411,250,224,308,293,275,205,192,0,0,0,0,0
"Powhatan","Lawrence County",70,72,50,51,49,84,136,120,137,110,134,191,249,220,196,0,0,0
"Poyen","Grant County",292,290,272,303,329,265,312,0,0,0,0,0,0,0,0,0,0,0
"Prairie Grove","Washington County",4937,4380,2540,1761,1708,1582,1056,939,887,743,861,774,551,412,0,0,0,0
"Prattsville","Grant County",307,305,282,251,317,299,0,0,0,0,0,0,0,0,0,0,0,0
"Prescott","Nevada County",3194,3296,3686,3673,4103,3921,3533,3960,3177,3033,2691,2705,2005,1287,1253,0,0,0
"Pyatt","Marion County",218,221,253,185,217,137,144,257,224,254,0,0,0,0,0,0,0,0
"Quitman","Split (Cleburne/Faulkner)",749,762,714,632,556,354,305,345,393,333,366,471,383,327,177,0,0,0
"Ratcliff","Logan County",198,202,191,180,197,184,147,213,337,231,257,175,0,0,0,0,0,0
"Ravenden Springs","Lawrence County",115,118,137,131,230,107,126,197,200,175,191,189,0,0,0,0,0,0
"Ravenden","Randolph County",457,470,511,330,338,219,231,245,240,0,0,0,0,0,0,0,0,0
"Reader","Split (Nevada/Ouachita)",,,82,56,127,143,86,79,145,251,0,0,0,0,0,0,0,0
"Rector","Clay County",1843,1977,2017,2268,2336,1990,1757,1855,1736,1617,1801,1859,520,525,0,0,0,0
"Redfield","Jefferson County",1527,1297,1157,1082,745,277,242,291,339,350,296,278,333,400,0,0,0,0
"Reed","Desha County",161,141,275,355,395,403,0,0,0,0,0,0,0,0,0,0,0,0
"Reyno","Randolph County",445,456,484,467,521,356,348,292,346,314,392,290,138,0,0,0,0,0
"Rison","Cleveland County",1305,1344,1271,1258,1325,1214,889,953,1005,876,685,725,453,0,0,0,0,0
"Rockport","Hot Spring County",754,755,792,388,231,158,162,0,0,0,0,0,0,0,0,0,0,0
"Roe","Monroe County",107,114,124,135,136,127,0,0,0,0,0,0,0,0,0,0,0,0
"Rogers","Benton County",61464,55964,38829,24692,17429,11050,5700,4962,3550,3554,3318,2820,2158,1265,0,0,0,0
"Rondo","Lee County",185,198,237,283,330,379,219,194,201,274,0,0,0,0,0,0,0,0
"Rose Bud","White County",480,482,429,156,202,157,0,0,0,0,0,0,0,0,38,0,0,0
"Rosston","Nevada County",254,261,265,262,274,0,0,0,0,0,0,0,0,0,57,0,0,0
"Rudy","Crawford County",60,61,72,45,79,103,113,97,89,0,0,0,0,0,0,0,0,0
"Russell","White County",215,216,228,180,232,231,203,241,206,174,172,147,200,0,0,0,0,0
"Russellville","Pope County",28993,27920,23682,21260,14518,11750,8921,8166,5927,5628,4505,2936,1832,1321,514,240,0,0
"Salem","Fulton County",1623,1635,1591,1474,1424,1277,713,687,574,481,0,0,0,0,86,0,0,0
"Salesville","Baxter County",446,450,437,374,406,156,0,0,0,0,0,0,0,0,0,0,0,0
"Scranton","Logan County",223,224,222,218,244,222,229,283,322,332,400,0,0,0,0,0,0,0
"Searcy","White County",23983,22858,18928,15180,13612,9040,7272,6024,3670,3387,2836,2331,1995,1203,840,874,621,0
"Sedgwick","Lawrence County",148,152,112,86,205,168,206,196,352,137,195,96,309,0,0,0,0,0
"Shannon Hills","Saline County",3671,3143,2005,1755,1556,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sheridan","Grant County",4845,4603,3872,3098,3042,2480,1938,1893,1338,1590,695,481,210,184,42,0,0,0
"Sherrill","Jefferson County",78,84,126,55,161,208,241,263,258,0,0,0,0,0,0,0,0,0
"Sherwood","Pulaski County",30407,29523,21511,18893,10423,2754,1222,717,0,0,0,0,0,0,0,0,0,0
"Shirley","Van Buren County",283,291,337,363,354,269,197,259,365,292,349,0,0,0,0,0,0,0
"Sidney","Sharp County",185,181,275,271,270,109,97,120,153,0,0,0,0,0,0,0,0,0
"Siloam Springs","Benton County",15944,15039,10843,8151,7940,6009,3953,3270,2764,2378,2569,2405,1748,821,0,0,0,0
"Smackover","Union County",1790,1865,2005,2232,2453,2058,2434,2495,2235,2544,0,0,0,0,0,0,0,0
"Smithville","Lawrence County",73,78,73,86,113,89,0,0,0,0,0,0,0,0,0,0,0,0
"South Lead Hill","Boone County",102,102,88,96,85,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sparkman","Dallas County",409,427,586,553,622,663,787,964,840,711,561,0,0,0,0,0,0,0
"Springdale","Split (Benton/Washington)",76565,69797,45798,29941,23458,16783,10076,5835,3319,2763,2263,1755,1251,906,198,0,0,0
"Springtown","Benton County",91,87,114,0,0,0,82,102,104,0,0,0,0,0,95,0,0,0
"St. Charles","Arkansas County",225,230,261,169,199,201,255,313,412,245,200,0,0,128,73,0,0,0
"St. Francis","Clay County",235,250,250,201,266,297,224,292,266,294,501,459,420,356,0,0,0,0
"St. Joe","Searcy County",126,132,85,0,0,0,0,0,0,255,181,159,0,0,0,0,0,0
"St. Paul","Madison County",115,113,163,88,198,145,118,136,211,198,284,430,345,417,0,0,0,0
"Stamps","Lafayette County",1580,1693,2131,2478,2859,2448,2591,2552,2405,2705,2564,2316,1021,0,0,0,0,0
"Star City","Lincoln County",2220,2274,2471,2138,2066,2032,1573,1296,1090,932,616,396,251,204,0,0,0,0
"Stephens","Ouachita County",843,891,1152,1137,1366,1184,1275,1283,998,1045,769,572,407,379,0,0,0,0
"Strawberry","Lawrence County",293,302,283,273,280,218,0,0,0,0,0,0,0,0,0,0,0,0
"Strong","Union County",535,558,651,624,785,965,741,839,762,740,507,465,0,0,0,0,0,0
"Stuttgart","Arkansas County",9132,9326,9745,10420,10941,10477,9661,7276,5628,4927,4522,2740,1258,1165,0,0,0,0
"Subiaco","Logan County",566,572,439,538,744,375,290,191,202,195,181,0,0,0,0,0,0,0
"Success","Clay County",140,149,180,170,223,201,226,311,281,308,436,379,0,0,0,0,0,0
"Sulphur Rock","Independence County",458,456,421,356,316,290,225,179,181,177,227,252,213,387,188,0,0,0
"Sulphur Springs","Benton County",525,511,671,523,496,503,460,543,435,404,470,500,315,0,0,0,0,0
"Summit","Marion County",587,604,586,480,506,321,239,268,198,122,0,0,0,0,0,0,0,0
"Sunset","Crittenden County",191,198,348,571,582,0,0,0,0,0,0,0,0,0,0,0,0,0
"Swifton","Jackson County",770,798,871,830,859,703,601,539,484,488,450,290,206,0,56,0,0,0
"Taylor","Columbia County",544,566,566,621,657,671,734,547,335,263,275,0,0,0,0,0,0,0
"Texarkana","Miller County",30014,29919,26448,22631,21459,21682,19788,15875,11821,10764,8257,5655,4914,3528,1390,0,0,0
"Thornton","Calhoun County",396,407,517,502,711,746,658,0,0,550,1312,611,0,132,150,0,0,0
"Tillar","Split (Desha/Drew)",222,225,240,221,280,293,232,239,229,267,350,180,0,0,0,0,0,0
"Tinsman","Calhoun County",52,54,75,69,112,113,0,0,0,177,248,0,0,0,0,0,0,0
"Tollette","Howard County",235,240,324,316,407,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tontitown","Washington County",2719,2460,942,460,615,426,209,203,189,188,235,222,0,0,0,0,0,0
"Traskwood","Saline County",538,518,548,488,459,358,205,199,226,225,256,228,0,0,0,0,0,0
"Trumann","Poinsett County",7201,7243,6889,6304,6395,6023,4511,3744,3381,2995,2598,0,0,0,0,0,0,0
"Tuckerman","Jackson County",1790,1862,1757,2020,2078,1731,1539,1253,875,938,778,583,260,0,0,0,0,0
"Tull","Grant County",451,448,358,313,281,179,0,0,0,0,0,0,0,0,0,0,0,0
"Tupelo","Jackson County",174,180,177,208,248,246,201,188,249,264,317,205,0,0,0,0,0,0
"Turrell","Crittenden County",586,615,957,988,1041,783,794,670,515,456,0,0,0,0,0,0,0,0
"Twin Groves","Faulkner County",341,335,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyronza","Poinsett County",753,762,918,858,777,510,601,656,639,573,0,0,0,0,0,0,0,0
"Ulm","Prairie County",164,170,205,193,201,185,140,131,146,152,194,115,0,0,0,0,0,0
"Valley Springs","Boone County",184,183,167,200,190,0,0,0,0,0,0,0,0,0,0,0,0,0
"Van Buren","Crawford County",23070,22791,18986,14979,12020,8373,6787,6413,5422,5182,5224,3878,2573,2291,1029,985,979,549
"Vandervoort","Polk County",85,87,120,111,98,108,0,0,0,0,0,0,0,0,0,0,0,0
"Victoria","Mississippi County",35,37,59,110,175,198,0,0,0,0,0,0,0,0,0,0,0,0
"Vilonia","Faulkner County",4337,3815,2106,1133,736,423,234,215,259,0,0,0,0,0,0,0,0,0
"Viola","Fulton County",334,337,381,320,362,360,196,206,0,0,0,0,0,0,0,0,0,0
"Wabbaseka","Jefferson County",238,255,323,332,428,644,432,375,258,333,0,0,0,0,0,0,0,0
"Waldenburg","Poinsett County",60,61,80,103,124,164,113,0,0,0,0,0,0,0,0,0,0,0
"Waldo","Columbia County",1305,1372,1594,1495,1685,1658,1722,1491,1240,942,704,597,929,709,0,0,0,0
"Waldron","Scott County",3447,3618,3508,3024,2642,2132,1619,1292,1298,1077,918,900,487,487,289,162,0,90
"Walnut Ridge","Lawrence County",4734,4890,4925,4388,4152,3800,3547,3106,2013,2007,2226,1798,845,457,301,0,0,0
"Ward","Lonoke County",4610,4067,2580,1269,981,619,470,364,283,275,0,0,0,0,0,0,0,0
"Warren","Bradley County",5829,6003,6442,6455,7646,6433,6752,2615,2516,2523,2145,2057,954,492,301,0,0,0
"Washington","Hempstead County",178,180,148,148,265,290,321,344,432,457,556,399,374,519,730,0,0,0
"Watson","Desha County",197,211,288,282,433,371,312,309,236,282,254,139,0,0,0,0,0,0
"Weiner","Poinsett County",696,716,760,655,750,715,669,644,447,537,412,232,0,0,0,0,0,0
"Weldon","Jackson County",72,75,100,106,161,133,0,0,0,0,0,0,0,0,0,0,0,0
"West Fork","Washington County",2506,2317,2042,1607,1526,919,350,351,359,392,343,0,0,0,0,0,0,0
"West Memphis","Crittenden County",25423,26245,27666,28259,28138,26070,19374,9112,3369,895,0,0,0,0,0,0,0,0
"West Point","White County",184,185,164,146,226,184,97,115,145,166,162,116,111,0,123,0,0,0
"Western Grove","Newton County",364,384,407,415,378,179,148,184,0,0,0,0,0,0,0,0,0,0
"Wheatley","St. Francis County",332,355,372,413,523,507,443,406,362,305,477,330,0,0,100,0,0,0
"Whelen Springs","Clark County",90,92,84,116,156,126,155,192,214,194,137,0,0,0,0,0,0,0
"White Hall","Jefferson County",5242,5526,4732,3849,2214,1300,0,0,0,0,0,0,0,0,0,0,0,0
"Wickes","Polk County",735,754,675,570,464,409,368,401,121,182,0,0,0,0,0,0,0,0
"Widener","St. Francis County",255,273,335,381,316,292,203,187,225,235,449,245,0,0,0,0,0,0
"Wiederkehr Village","Franklin County",37,38,46,42,71,0,0,0,0,0,0,0,0,0,0,0,0,0
"Williford","Sharp County",73,75,63,69,169,175,195,213,272,279,357,0,0,0,0,0,0,0
"Willisville","Nevada County",148,152,188,196,209,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wilmar","Drew County",506,511,571,637,747,653,718,746,695,627,1034,929,844,0,0,0,0,0
"Wilmot","Ashley County",522,550,786,1047,1227,1132,732,721,625,777,627,622,378,0,0,0,0,0
"Wilson","Mississippi County",876,903,939,1068,1115,1009,1191,0,0,0,0,0,0,0,0,0,0,0
"Wilton","Little River County",356,374,439,449,495,427,329,328,319,313,285,294,0,0,0,0,0,0
"Winchester","Drew County",166,167,191,239,279,234,185,198,171,221,217,0,0,0,0,0,0,0
"Winslow","Washington County",417,391,399,342,247,227,183,248,248,363,264,289,0,0,0,0,0,0
"Winthrop","Little River County",183,192,186,227,238,240,225,284,336,331,250,0,0,0,0,0,0,0
"Wooster","Faulkner County",971,860,516,414,398,307,161,0,0,0,0,0,0,0,0,0,0,0
"Wrightsville","Pulaski County",2105,2114,1368,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wynne","Cross County",8150,8367,8615,8187,7927,6696,4922,4142,3633,3505,2933,2353,1629,565,0,0,0,0
"Yellville","Marion County",1181,1204,1312,1181,1044,860,636,697,546,478,615,463,578,263,345,96,170,0
"Zinc","Boone County",103,103,76,91,113,58,68,99,119,188,144,173,0,0,0,0,0,0
